regNumber,img,title,labels,class_predict,class_true
18619597,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x571 at 0x7F6D980F3250>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/18619597_1.jpg,-1,2.0,1.0
18619642,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x574 at 0x7F6D980F2D40>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/18619642_1.jpg,-1,2.0,1.0
19376879,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=286x203 at 0x7F6D980F33D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/19376879_1.jpg,-1,1.0,1.0
23849798,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x588 at 0x7F6D980F3280>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/23849798_1.jpg,-1,2.0,1.0
19469099,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=295x213 at 0x7F6D980F3340>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/19469099_1.jpg,-1,3.0,1.0
28869080,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x618 at 0x7F6D980F3550>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/28869080_1.jpg,-1,1.0,1.0
39133046,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x575 at 0x7F6D980F3A60>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/39133046_1.jpg,-1,1.0,1.0
9038527,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=664x800 at 0x7F6D981605B0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_printed_matter/9038527_1.jpg,-1,1.0,1.0
27579334,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x256 at 0x7F6D98160DF0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_other/27579334_1.jpg,-1,2.0,1.0
12847845,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D98160DC0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/12847845_1.jpg,-1,1.0,1.0
17198374,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x550 at 0x7F6D98160BE0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198374_1.jpg,-1,2.0,1.0
17198373,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x552 at 0x7F6D98160E20>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198373_1.jpg,-1,1.0,1.0
17198304,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x550 at 0x7F6D98161210>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/17198304_1.jpg,-1,1.0,1.0
19364605,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D98161180>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/19364605_1.jpg,-1,2.0,1.0
21595736,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=637x600 at 0x7F6D98161570>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/21595736_1.jpg,-1,1.0,1.0
25575007,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x624 at 0x7F6D98161E70>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/25575007_1.jpg,-1,2.0,1.0
35237147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x601 at 0x7F6D98162FE0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35237147_1.jpg,-1,1.0,1.0
35253024,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x587 at 0x7F6D98162EF0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35253024_1.jpg,-1,1.0,1.0
35257784,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x577 at 0x7F6D98163400>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35257784_1.jpg,-1,3.0,2.0
35259327,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x451 at 0x7F6D981632E0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/35259327_1.jpg,-1,2.0,2.0
36922813,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=451x800 at 0x7F6D981633D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/36922813_1.jpg,-1,2.0,2.0
37045669,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x589 at 0x7F6D981635B0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/37045669_1.jpg,-1,2.0,2.0
37045656,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x589 at 0x7F6D98163280>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/37045656_1.jpg,-1,2.0,2.0
40594244,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D981636D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40594244_1.jpg,-1,2.0,2.0
40633911,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7F6D981635E0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633911_1.jpg,-1,2.0,2.0
40633899,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7F6D981630A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633899_1.jpg,-1,2.0,2.0
40633859,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7F6D981636A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633859_1.jpg,-1,2.0,2.0
40633897,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=577x800 at 0x7F6D98163640>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/40633897_1.jpg,-1,1.0,2.0
6779713,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x581 at 0x7F6D98163970>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/6779713_1.jpg,-1,2.0,2.0
9860365,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x574 at 0x7F6D98163F70>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_photographs_negatives/9860365_1.jpg,-1,2.0,2.0
18061355,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D98163B50>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/18061355_1.jpg,-1,2.0,2.0
19190075,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=532x800 at 0x7F6D91EB83A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/19190075_1.jpg,-1,2.0,2.0
19263261,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x481 at 0x7F6D91EB84F0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/19263261_1.jpg,-1,2.0,2.0
21156428,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=783x600 at 0x7F6D91EB8A00>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156428_1.jpg,-1,2.0,2.0
21156370,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=471x600 at 0x7F6D91EB8D00>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156370_1.jpg,-1,2.0,2.0
21156342,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=421x600 at 0x7F6D91EB8E20>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156342_1.jpg,-1,2.0,2.0
21156590,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=746x600 at 0x7F6D91EB8F70>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156590_1.jpg,-1,2.0,2.0
21156566,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=418x600 at 0x7F6D91EB8C40>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156566_1.jpg,-1,2.0,2.0
21156525,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x465 at 0x7F6D91EB8FA0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/21156525_1.jpg,-1,2.0,2.0
22111996,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=702x451 at 0x7F6D91EB91E0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22111996_1.jpg,-1,2.0,2.0
22105349,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=922x691 at 0x7F6D91EB8E50>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22105349_1.jpg,-1,2.0,2.0
22142534,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EB91B0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22142534_1.jpg,-1,2.0,2.0
22142508,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EB9360>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22142508_1.jpg,-1,1.0,2.0
22290774,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=799x627 at 0x7F6D91EB92A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22290774_1.jpg,-1,2.0,2.0
22290767,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x636 at 0x7F6D91EB9540>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/22290767_1.jpg,-1,2.0,2.0
23044453,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=535x379 at 0x7F6D91EB94B0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/23044453_1.jpg,-1,2.0,2.0
23465165,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x591 at 0x7F6D91EB90F0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/23465165_1.jpg,-1,2.0,2.0
23464937,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=799x603 at 0x7F6D91EB93F0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/23464937_1.jpg,-1,2.0,2.0
24221147,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EB9870>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/24221147_1.jpg,-1,2.0,2.0
25141913,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x295 at 0x7F6D91EB9210>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/25141913_1.jpg,-1,2.0,2.0
26623921,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=533x800 at 0x7F6D91EB9960>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26623921_1.jpg,-1,2.0,2.0
26485075,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=390x296 at 0x7F6D91EB98D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26485075_1.jpg,-1,2.0,2.0
26623909,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91EB9690>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26623909_1.jpg,-1,1.0,2.0
26707603,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91EB9A20>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26707603_1.jpg,-1,2.0,2.0
26707638,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91EB9810>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26707638_1.jpg,-1,2.0,2.0
26707582,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91EB9CC0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26707582_1.jpg,-1,2.0,2.0
26974205,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x596 at 0x7F6D91EBA020>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26974205_1.jpg,-1,2.0,2.0
26974155,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x608 at 0x7F6D91EB9D50>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/26974155_1.jpg,-1,2.0,2.0
28538035,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBA110>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28538035_1.jpg,-1,1.0,2.0
28539994,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x358 at 0x7F6D91EBA5F0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28539994_1.jpg,-1,1.0,2.0
28539966,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=799x380 at 0x7F6D91EBA560>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28539966_1.jpg,-1,2.0,2.0
28539926,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBA500>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28539926_1.jpg,-1,2.0,2.0
28539961,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBA320>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28539961_1.jpg,-1,2.0,2.0
28545125,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EB9ED0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28545125_1.jpg,-1,2.0,2.0
28682401,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=792x600 at 0x7F6D91EBAE30>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28682401_1.jpg,-1,2.0,2.0
28682341,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x532 at 0x7F6D91EBB3D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/28682341_1.jpg,-1,2.0,2.0
29040912,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x172 at 0x7F6D91EBB940>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/29040912_1.jpg,-1,2.0,2.0
29295503,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=828x1024 at 0x7F6D91EBBB80>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/29295503_1.jpg,-1,2.0,2.0
31090051,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91EBBD30>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31090051_1.jpg,-1,2.0,2.0
31232840,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBBC40>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31232840_1.jpg,-1,2.0,2.0
31548340,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x284 at 0x7F6D91EBBEB0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31548340_1.jpg,-1,2.0,2.0
31736522,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBBF10>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31736522_1.jpg,-1,2.0,2.0
31736632,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D600A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31736632_1.jpg,-1,2.0,2.0
31747755,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91EBBFA0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31747755_1.jpg,-1,2.0,2.0
31752255,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D606A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/31752255_1.jpg,-1,2.0,2.0
33221013,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D60820>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/33221013_1.jpg,-1,2.0,2.0
33628489,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x327 at 0x7F6D91D60CD0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/33628489_1.jpg,-1,2.0,2.0
34251355,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x408 at 0x7F6D91D60D00>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34251355_1.jpg,-1,1.0,2.0
34251356,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=799x418 at 0x7F6D980A56C0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34251356_1.jpg,-1,2.0,2.0
34251287,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7F6D91D60AF0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34251287_1.jpg,-1,2.0,2.0
34251283,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x599 at 0x7F6D91D60E20>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34251283_1.jpg,-1,2.0,2.0
34257027,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x574 at 0x7F6D91D612D0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34257027_1.jpg,-1,2.0,2.0
34257015,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x690 at 0x7F6D91D60DC0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34257015_1.jpg,-1,2.0,2.0
34257007,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=534x800 at 0x7F6D91D611E0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34257007_1.jpg,-1,1.0,2.0
34256980,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=628x800 at 0x7F6D91D61690>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34256980_1.jpg,-1,3.0,2.0
34675833,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x612 at 0x7F6D91D61DB0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/34675833_1.jpg,-1,2.0,2.0
35003260,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D61960>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/35003260_1.jpg,-1,2.0,2.0
36071637,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=710x600 at 0x7F6D91D62440>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36071637_1.jpg,-1,2.0,2.0
36071625,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=786x600 at 0x7F6D91D62B90>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36071625_1.jpg,-1,2.0,2.0
36071582,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x533 at 0x7F6D91D63250>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36071582_1.jpg,-1,2.0,2.0
36071735,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x510 at 0x7F6D91D633A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36071735_1.jpg,-1,2.0,2.0
36071711,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x515 at 0x7F6D91D63970>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36071711_1.jpg,-1,2.0,2.0
36391749,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x510 at 0x7F6D91D63BE0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36391749_1.jpg,-1,2.0,2.0
36453706,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1077x840 at 0x7F6D91D63DC0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36453706_1.jpg,-1,2.0,2.0
36924945,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D63D90>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36924945_1.jpg,-1,2.0,2.0
36496284,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x600 at 0x7F6D91D63FA0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/36496284_1.jpg,-1,2.0,2.0
3747120,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x622 at 0x7F6D91DF0580>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/3747120_1.jpg,-1,2.0,2.0
38458187,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x306 at 0x7F6D91DF0790>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/38458187_1.jpg,-1,2.0,2.0
38458181,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x570 at 0x7F6D91DF07F0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/38458181_1.jpg,-1,2.0,2.0
4007275,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=886x629 at 0x7F6D91DF0640>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/4007275_1.jpg,-1,2.0,2.0
38720672,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x399 at 0x7F6D91DF09A0>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/38720672_1.jpg,-1,2.0,2.0
38720675,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=800x388 at 0x7F6D91DF0820>,/content/drive/MyDrive/Work/Пандан/Музеограф/images_all_final_flattened_26_5_23/images_engravings/38720675_1.jpg,-1,2.0,2.0
