regNumber,labels,class_predict,name,connectedness
39051647,10,1.0,План столичного города Петербурга [План Трускотта].,1.0
28682387,11,2.0,Дворец Бестужевых-Рюминых на Каменном острове со стороны Малой Невки.,2.0
28682353,11,2.0,Дворец Бестужевых-Рюминых на Каменном острове со стороны Малой Невки.,2.0
17333394,12,2.0,"Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг.; Дворцово-парковый ансамбль. Ленинградская обл., Царское Село.  Большой (Екатерининский) дворец. Из серии гравюр с видами загородных дворцов С.-Петербурга. Растрелли Франческо Бартоломео (Варфоломей Варфоломеевич); Браунштейн Иоганн Фридрих; Земцов Михаил Григорьевич; Квасов Андрей Васильевич. Фасад дворца с парадным двором, огражденным металлической оградой с кордегардиями. Гравированы при Императорской Академии наук.",2.0
17333404,12,1.0,"Большой дворец. Дворцово-парковый ансамбль. 1716-1721 гг.,1745-1755 гг.; Дворцово-парковый ансамбль. Ленинградская обл., г. Петергоф (Петродворец). Дворцово-парковый ансамбль. Большой дворец. Из серии гравюр с видами загородных дворцов С.-Петербурга. Браунштейн Иоганн Фридрих; Леблон Жан-Батист; Растрелли Франческо Бартоломео (Варфоломей Варфоломеевич). Фасад. Гравированы при Императорской Академии Наук и Художеств.",2.0
35237147,12,1.0,"«Проспект государственных коллегий», гравюра по рисунку М.И. Махаева, XVIII в. Вид проспекта с государственными коллегиями и частью гостиного двора в восточную сторону. Гравер: Внуков Ф.",5.0
20395753,12,1.0,"Гравюра ""Дворец в Царском Селе"" (Лист № 1)",1.0
20395752,12,1.0,"Гравюра ""Дворец в Царском Селе"" (Лист № 2)",1.0
22105349,12,3.0,Императорский дворец в Царском Селе.,1.0
23464937,12,1.0,"""Петербург. Проспект Государственных коллегий"". Гравюра",1.0
28539966,12,1.0,"г. Санкт-Петербург (Ленинград), г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Общий вид с парадным двором. А. Табл. 11. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”). автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И.",1.0
28549048,12,1.0,"г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Перспектива со стороны парадного двора. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировано при Императорской Академии наук и художеств, Санкт-Петербург",1.0
28682402,12,2.0,Большой Петергофский дворец со стороны Нижнего парка.,2.0
29443755,12,1.0,Гравюра. «Петергофской Ея Императорского Величества дворец на берегу Финландского залива...»,2.0
33620232,12,1.0,"г. Санкт-Петербург, г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. «Дворец Ея И.В. в Царском Селе в 25 верстах от Санктпетербурга». Правая часть. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировальная мастерская при Императорской Академии наук и художеств, Санкт-Петербург.",1.0
34251356,12,2.0,Большой Петергофский дворец.  Увраж «План столичного города Санктпетебурга с изображением знатнейших проспектов...изданный трудами Императорской академии наук и художеств в Санктпетербурге 1753 года».,2.0
36967590,12,2.0,Вид дворца в Царском селе. Гравюра,2.0
38691429,12,2.0,"г. Санкт-Петербург (Ленинград), г. Петергоф (Петродворец). Большой дворец. Дворцово-парковый ансамбль ""Петергоф"". 1745-55 гг.  Общий вид. Левая часть. Архитектор: Растрелли Ф.Б., В.В.",1.0
38720672,12,2.0,"Большой дворец. Дворцово-парковый ансамбль. 1716-1721 гг.,1745-1755 гг., г. Санкт-Петербург (Ленинград), г. Петергоф (Петродворец), Вид дворца со стороны Нижнего парка. автор первоначального проекта: Браунштейн И.; автор первоначального проекта: Леблон Ж.Б.; автор проекта перестройки: Растрелли Ф.Б., В.В.",2.0
39467626,12,2.0,Проспект Петергофского дворца,2.0
39467619,12,2.0,Панорама Царскосельского дворца (левый лист),3.0
39467596,12,2.0,Проспект Аничкова дворца и Невской перспективной дороги от реки Фонтанки,2.0
39467594,12,2.0,Проспект дворца в Царском селе,2.0
39467570,12,2.0,Проспект Петергофского дворца (левый лист),3.0
39467567,12,2.0,Проспект Петергофского дворца (правый лист),2.0
39467545,12,2.0,Панорама Царскосельского дворца (правый лист),2.0
39468114,12,2.0,Проспект Петергофского дворца,1.0
39470839,12,3.0,"Вид дачи гр. Бестужевой-Рюминой, на Каменном острове с берега Малой Невки, на первом плане плот с палаткой и тремя плотовщиками, внизу франц. надпись",2.0
39470728,12,2.0,"Вид на дачу гр. Бестужевой-Рюминой на Каменном острове, здание с колонадой, в центре, перед ней пристань",2.0
39471101,12,2.0,Правая часть вида Екатерининского дворца и парадного двора в Царском Селе,2.0
39472641,12,2.0,Дворец Ее Величества в Царском Селе в 25 верстах от Санкт-Петербурга (Правый лист),2.0
39473005,12,2.0,"Вид дворца гр. Бестужевой-Рюминой на Каменном острове: на первом плане слева - парусник и лодка, справа - лодка на реке Невке",2.0
39473405,12,2.0,Правая половина изображения Екатерининского дворца в Царском селе со стороны парадного двора,2.0
39473395,12,2.0,"Вид большого дворца в Петергофе со стороны Финскоо залива: на переднем плане - цветники, фонтаны, лестницы Большого каскада, ведущие к центральному, северному фасаду дворца, соединяющемуся через одноэтажные крытые галереи с боковыми павильонами",2.0
40088966,12,2.0,Вид Большого Царскосельского дворца со стороны главного въезда.,2.0
40089234,12,2.0,Вид Большого Петергофского дворца со стороны нижнего парка.,2.0
2042371,12,2.0,Дворец Ея Императорского Величества въ Сарском Селъ в 25-ти верстахъ отъ Санкт-Петербурга. Гравюра на двух листах. Лист 1,1.0
3725695,12,3.0,Гравюра. Дворец Е.И.В. в Царском Селе в 25 верстах от С.-Петербурга.,1.0
10970095,12,2.0,Вид дворца в Царском Селе. Гравюра,2.0
16214859,12,2.0,Большой Царскоселький дворец со стороны парадного двора,2.0
16214856,12,2.0,Большой Петергофский дворец со стороны Нижнего парка. Левая половина,2.0
16214849,12,2.0,Большой Царскоселький дворец со стороны парадного двора. Правая половина,2.0
16214793,12,2.0,Дворец Бестужевых-Рюминых на Каменном острове со стороны реки,2.0
16214794,12,2.0,Большой Петергофский дворец со стороны Нижнего парка. Правая половина,2.0
16667826,12,5.0,Дворец в Царском селе. С рисунка М.И. Махаева. Гравюра,1.0
16053766,13,1.0,Вид города Саранска,1.0
16053815,13,1.0,Вид города Чебоксары,1.0
26623908,14,3.0,Здание Двенадцати коллегий на Васильевском острове.,2.0
26623930,14,2.0,Вид Невской перспективы у Аничкова дворца.,2.0
40088936,14,2.0,Старый Зимний дворец.,3.0
40088955,14,2.0,Перспектива Невского проспекта от реки Мойки к реке Фонтанке.,3.0
23849798,14,2.0,Открытка «Вид реки Фонтанки от Грота и Запасного дворца. 1753 ». Из набора открыток «Старый Эрмитаж»,4.0
26623921,14,2.0,Вид здания Государственных коллегий со стороны Невы.,2.0
26623871,14,2.0,Вид Летнего дворца Елизаветы Петровны с угла Мойки и Фонтанки.,2.0
26623909,14,2.0,Вид Старого Зимнего дворца со стороны Невы.,2.0
26707603,14,2.0,Галерея в парке графине Бестужевой - Рюминой на Каменном острове.,2.0
26707638,14,2.0,"Вид павильона для народных гуляний на Каменном острове, принадлежащем графине Бестужевой - Рюминой.",2.0
28682341,14,2.0,Большой Петергофский дворец со стороны Нижнего парка.,2.0
31090051,14,2.0,(Россия.) Красные Триумфальные ворота в Москве. Табл. 16,2.0
36071582,14,2.0,(Россия.) Вид города Владимира от Москвы с приезда к северо-западу.,2.0
39470854,14,2.0,"Вид застройки берега Каменного острова у дачи гр. Бестужевой-Рюминой, на переднем плане Малая Невка и лодки, слева - дерево, у него рыболов и охотник, внизу надпись",2.0
39470772,14,2.0,Проспект Адмиралтейства и около лежащих строений с частью Невской Перспективной дороги,3.0
11814611,14,2.0,Гравюра. Прогулка на Каменном острове в Санкт-Петербурге.,2.0
16214857,14,2.0,Старый Зимний дворец со стороны Невы,2.0
16214847,14,2.0,"Вид Гостиного двора на Малой Неве; (""Проспект Биржи и Гостинаго двора вверх по Малой Неве реке"")",2.0
16214838,14,0.0,Вид здания Двенадцати коллегий со стороны Невы,2.0
16214835,14,2.0,Входная арка в саду Бестужевых-Рюминых на Каменном острове,2.0
16214802,14,2.0,Павильоны на даче Бестужевых-Рюминых на Каменном острове,2.0
16214800,14,3.0,Адмиралтейство со стороны Адмиралтейского луга,2.0
16214796,14,2.0,Река Фонтанка у Летнего сада,2.0
16214769,14,4.0,Дворец Бестужевых-Рюминых на Каменном острове со стороны реки,2.0
18057135,15,2.0,Открытка. М.И. Махаев «Вид Успенского собора и Грановитой палаты с частью колокольни Ивана Великого»,4.0
18061352,15,2.0,Вид Триумфальных ворот из Земляного города к Тверской-Ямской. Гравюра,2.0
39468134,15,2.0,"Вид старого Зимнего деревянного дворца, угол Невского и Мойки со стороны реки, на первом плане - баллюстрады набережной, справа, в глубине, виднеется Адмиралтейство",2.0
39468133,15,2.0,Проспект дворца в Царском Селе,2.0
39468124,15,2.0,"Вид Зимнего дворца со стороны Невы, справа на реке лодки и часть корабля",2.0
39468105,15,2.0,"Вид Зимнего дворца со стороны луга, нынешней Дворцовой площади, слева на первом плане фигурки людей и лачуги строителей",2.0
18053888,15,2.0,Вид Никольских Триумфальных ворот с частью Цейхгауза (Арсенала). Гравюра,2.0
18061399,15,4.0,Вид Воскресенских Триумфальных ворот между Библиотекой и Монетным двором. Гравюра,2.0
10692892,16,2.0,«Вид города Селенгинска».1770. Из серии «Собрание Российских и Сибирских городов».1769-1770.,2.0
24999576,17,1.0,Портрет первого российского солдата Сергея Бухвостова,1.0
24999562,17,1.0,Портрет первого российского солдата Сергея Бухвостова,1.0
32800564,17,1.0,"гравюра. Сергей Леонтьевич Бухвостов (1642 - 1728), первый российский солдат.",1.0
33930021,17,1.0,Сергей Леонтьевич Бухвостов,2.0
36176164,17,2.0,Сергей Леонтьевич Бухвостов,2.0
37736436,17,1.0,"Портрет С.Л. Бухвостова (Первый российский солдат Сергей Леонтьевич Бухвостов), гравюра",1.0
40670421,17,1.0,Портрет Бухвостова Сергея Леонтьевича,1.0
17130962,17,1.0,Портрет Сергея Леонтьевича Бухвостова,1.0
26623794,18,2.0,Панорама Невы вниз по течению от Исаакиевской церкви и Кадетского корпуса.,2.0
26623750,18,2.0,Панорама Невы от Адмиралтейства и Академии Наук вверх по течению.,2.0
26624027,18,2.0,Панорама Невы вверх по течению от Галерной верфи и 13-й линии Васильевского острова.,2.0
17198304,19,2.0,"Негатив на стеклянном носителе. Проспект вниз по Неве реке, гравюра М.И. Махаева.",5.0
28868538,19,2.0,Проспект вверх по Неве от Адмиралтейства и Академии наук.,2.0
28868464,19,2.0,Проспект вниз по Неве-реке от Невского моста между Исаакиевской церковью и Кадетским корпусом.,2.0
33611063,19,2.0,"Академия наук и художеств, библиотека и Кунсткамера, здание Двенадцати коллегий, Исаакиевский мост, Зимний дворец, Адмиралтейство, Исаакиевский собор («Проспект вниз по Неве реке между Зимним Ея Императорского Величества домом и Академией наук»). Из альбома с планом и видами г. Санкт-Петербурга по рисункам М.И. Махаева.",2.0
33611100,19,2.0,"Театр фейерверков и иллюминаций. Петропавловская крепость, главы церкви Живоначальной Троицы в Петербургской части, третий и четвертый Зимний дворец («Проспект вверх по Неве реке от Адмиралтейства и Академии наук к востоку»). Из альбома с планом и видами г. Санкт-Петербурга по рисункам М.И. Махаева.",2.0
33611082,19,5.0,Вид Адмиралтейской и Васильевской частей вверх по Неве между Галерной верфью и 13 линией Васильевского острова («Проспект вверх по Неве реке к востоку между Галерной верфью и 13 линией Васильевского острова»). Из альбома с планом и видами г. Санкт-Петербурга по рисункам М.И. Махаева.,2.0
17573457,20,3.0,Картина «Меншиковский дворец».,3.0
14574406,20,4.0,Проспект по реке Фонтанке от Грота и Запасного дворца,2.0
17123680,20,4.0,Иллюстрация. 5. Здание Академии наук в первой половине XVIII века. С гравюры М. И. Махаева. из комплекта иллюстраций [М.В. Ломоносов в истории XVIII века: альбом иллюстраций и документов: наглядное учебное пособие по литературе для средней школы],4.0
18619650,20,0.0,"Адмиралтейство со стороны Невского проспекта, из комплекта открыток ""Город глазами художников. Петербург – Петроград – Ленинград"". Открытка",2.0
18619669,20,4.0,"Здание Двенадцати коллегий и Гостиный двор, из комплекта открыток ""Город глазами художников. Петербург – Петроград – Ленинград"". Открытка",2.0
18619642,20,4.0,"Вид Большой Немецкой (или Миллионной) улицы от Главной аптеки к Зимнему дворцу, из комплекта открыток ""Город глазами художников. Петербург – Петроград – Ленинград"". Открытка",4.0
18619613,20,4.0,"Аничковский дворец, Невский проспект и дворец И.И. Шувалова от берега Фонтанки, из комплекта открыток ""Город глазами художников. Петербург – Петроград – Ленинград"". Открытка",4.0
19376879,20,4.0,Открытка художественная. М. И. Махаев. Вид Большой Немецкой (или Миллионной) улицы от Главной аптеки к Зимнему дворцу. 1751,4.0
19469142,20,4.0,Открытка художественная. Неизвестный художник XVIII в. По рисунку М. И. Махаева 1753 г. Здание Двенадцати коллегий в Петербурге. Третья четверть XVIII в.,4.0
19263238,21,1.0,План Санкт-Петербурга 1753 года.,1.0
19263203,21,1.0,План Санкт-Петербурга 1753 года.,1.0
26708340,21,1.0,План Петербурга 1753 г.,1.0
26708277,21,1.0,План Петербурга 1753 г.,1.0
26708349,21,1.0,План Петербурга 1753 г.,1.0
28868918,21,1.0,План Петербурга 1753 г.,1.0
28868878,21,1.0,План Петербурга 1753 г.,1.0
28868858,21,1.0,План Петербурга 1753 г.,1.0
31736634,21,1.0,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист I с изображением фрагмента Выборгской части и Аптекарского о-ва.,1.0
31736609,21,1.0,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист IX с изображением Московской и Адмиралтейской частей.,1.0
36935408,21,1.0,"г. Санкт-Петербург (Ленинград), План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист I с изображением фрагмента Выборгской части и Аптекарского о-ва.",1.0
39702215,21,1.0,Нижняя половина листа с изображением Елизаветы Петровны в виде статуи и планом г.Петербурга.,1.0
16215048,21,1.0,План Петербурга 1753 г.,1.0
16214996,21,1.0,План Петербурга 1753 г.,1.0
16214980,21,1.0,План Петербурга 1753 г.,1.0
31873672,22,2.0,"Махаев М.И. Иллюстрация к книге Н.Д. Шаховской «Два механика». - Москва : Посредник, 1933",4.0
37045656,22,2.0,"Фотокопия. Вид города Якутска середины 18 в., с юго-восточной стороны. По академической гравюре Махаева. Резцовая гравюра по рисункам И.В.Люрсениуса.",5.0
6779713,22,1.0,Фотография. Гравюра Михаила Махаева. Первое изображение г. Симбирска.,5.0
21567716,22,2.0,Вид города Саранска с приезду на восток,1.0
22290654,22,1.0,Вид на город Чебоксары с реки Волги,3.0
22290774,22,1.0,Вид города Казани во время разлива реки Казанки,3.0
22290768,22,1.0,Вид города Саранска с восточной стороны,2.0
22290767,22,1.0,Вид города Свияжска с южной стороны,3.0
24220462,22,1.0,Вид Новгорода.,2.0
24220418,22,1.0,Вид Бронницкой горы близ Новгорода.,2.0
25141913,22,2.0,Вид города Якуцка (Якутска),1.0
29040920,22,2.0,Гравюра. Вид Свияжска. По рисунку М.И. Махаева и А.И. Свечина.,1.0
29040912,22,2.0,"Гравюра. Вид Казани. По рисунку Л.–Н. Де Леспинаса. Переработка рисунка М.И. Махаева 1766 года.
Из  альбома-приложения к книге Н. Леклерка «Le Clerc. Histoire physique, morale, civile,et politique de la Russie ancienne et moderne». Paris. 1783-1784. (Физическая, моральная, гражданская и политическая история древней и современной России. Париж. 1783 – 1784).",3.0
31232840,22,2.0,"вид города. Вид города Екатеринбурга. Лист из атласа к изданию Н.Г. Леклерка ""История... древней и современной России"".",3.0
31548386,22,1.0,Вид города Илимска,1.0
31548379,22,4.0,Вид города Енисейска,1.0
31548316,22,2.0,Вид Невьянского заводжа,1.0
31548340,22,2.0,Вид города Тобольска,1.0
31548323,22,4.0,Вид города Красноярска,1.0
31548320,22,2.0,Вид города Пелыма,1.0
31729457,22,0.0,"Республика Татарстан, г. Казань. «Вид Казани во время водополья реки Казанки, к северо-западу представленный». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",2.0
31729486,22,2.0,"Республика Татарстан, г. Казань. «Вид Казани во время водополья реки Казанки, к северо-западу представленный». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",2.0
31747847,22,1.0,"Самарская обл., г. Сызрань. «Вид города Сызрани с приезда к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",1.0
31747792,22,1.0,"Республика Мордовия, г. Саранск. «Вид города Саранска с приезду на восток». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",2.0
31747755,22,1.0,"Республика Татарстан, г. Свияжск. «Вид города Свияжска при водополии к полудню». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",2.0
31752445,22,2.0,"Пензенская обл., г. Пенза. «Вид города Пензы на Суру р. к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",1.0
31752485,22,2.0,"Пензенская обл., г. Пенза. «Вид города Пензы на Суру р. к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",1.0
31752573,22,2.0,"Чувашская республика, г. Чебоксары. «Вид города Чебоксары на р. Волгу к северу». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",1.0
32802169,22,2.0,Вид Саранска.,1.0
34675871,22,2.0,Вид города Свияжска при водополии к полудню. Лист из «Собрания российских и сибирский городов».,3.0
34675905,22,2.0,Вид города Владимира от Москвы с приезда к северо-западу. Лист из «Собрания российских и сибирский городов».,3.0
34675885,22,2.0,Вид города Чебоксара на р. Волгу к северу. Лист из «Собрания российских и сибирский городов».,3.0
34675883,22,2.0,Вид города Сызрани с приезда к северо-востоку. Лист из «Собрания российских и сибирский городов».,3.0
34675850,22,2.0,Вид города Владимира от Москвы с приезда к северо-западу. Лист из «Собрания российских и сибирский городов».,3.0
34675846,22,2.0,Вид города Чебоксара на р. Волгу к северу. Лист из «Собрания российских и сибирский городов».,3.0
34675833,22,2.0,Вид города Симбирска с приезда к северо-западу. Лист из серии «Собрание Российских и сибирский городов».,3.0
34675834,22,2.0,Вид города Саранска с приезду на восток. Лист из «Собрания российских и сибирский городов».,3.0
34675827,22,2.0,Вид города Пензы на Суру р. к северо-востоку. Лист из «Собрания российских и сибирский городов».,3.0
36071652,22,2.0,(Россия.) Вид Казани во время водополья реки Казанки к северо-западу представленный.,2.0
36071598,22,2.0,(Россия.) Вид Казани во время водополья реки Казанки к северо-западу представленный.,2.0
36071597,22,2.0,(Россия. Йошкар-Ола.) Вид города Кокшайска на Волге.,2.0
36071584,22,2.0,(Россия.) Вид Казани во время водополья реки Казанки к северо-западу представленный.,2.0
36071554,22,2.0,(Россия. Йошкар-Ола.) Вид города Кокшайска на Волге.,2.0
36071564,22,2.0,(Россия. Йошкар-Ола.) Вид города Кокшайска на Волге.,2.0
36071553,22,2.0,(Россия. Йошкар-Ола.) Вид города Кокшайска на Волге.,2.0
36071736,22,2.0,(Россия. Ульяновск.) Вид города Симбирска с приезда к северо-западу.,2.0
36071727,22,2.0,(Россия.) Вид города Чебоксары на р. Волгу к северу.,2.0
36071735,22,2.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36071724,22,2.0,(Россия.) Вид города Саранска с приезду на восток.,2.0
36071717,22,2.0,(Россия.) Вид города Чебоксары на р. Волгу к северу.,2.0
36071711,22,2.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36071713,22,2.0,(Россия.) Вид города Саранска с приезду на восток.,2.0
36071704,22,2.0,(Россия.) Вид города Свияжска при водополии к полудню.,2.0
36071708,22,2.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36071721,22,2.0,(Россия. Ульяновск.) Вид города Симбирска с приезда к северо-западу.,2.0
36071695,22,2.0,(Россия.) Вид города Сызрани с приезда к северо-востоку.,2.0
36071719,22,2.0,(Россия.) Вид города Свияжска при водополии к полудню.,2.0
36071682,22,2.0,(Россия.) Вид города Сызрани с приезда к северо-востоку.,2.0
36071690,22,2.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36391749,22,2.0,Гравюра. Вид города  Селенгинска,1.0
36453706,22,2.0,"Гравюра ""Вид города  Пензы на Суру к северо-востоку""",1.0
36935470,22,2.0,"Татарстан, г. Казань, «Вид Казани во время водополья реки Казанки, к северо-западу представленный». из серии «Собрание Российских и Сибирских городов».",1.0
37444762,22,2.0,"Гравюра. Вид Казани, во время водополья реки Казанки, к Северо-Западу представленный. По рисунку М.И.Махаева, 1768 г. (переработка рисунка А.И. Свечина, 1765 г.)",2.0
3558754,22,2.0,"Рисунок. Вид Казани, во время водополья р. Казанки к северо-западу представленный",1.0
38571218,22,2.0,Вид города Чебоксары.,3.0
39384348,22,2.0,Гравюра. Вид Казани во время водополья реки Казанки.,2.0
39470847,22,2.0,"Вид галереи и решетки в саду гр. Бестужевой-Рюминой на Каменном острове, ближе к зрителю выступающие к реке павильоны и беседки, за решеткой набережной слева другие павильоны, в глубине регулярный сад, на переднем плане лодка с гребцами и музыкантами",2.0
40716798,22,1.0,Альбом «Собрание Российских и Сибирских городов». Вид Пензы.,2.0
40716657,22,3.0,Альбом «Собрание Российских и Сибирских городов». Вид Саранска.,2.0
40716786,22,3.0,Альбом «Собрание Российских и Сибирских городов». Вид Свияжска.,2.0
40716603,22,2.0,Альбом «Собрание Российских и Сибирских городов». Вид Казани.,2.0
40716627,22,2.0,Альбом «Собрание Российских и Сибирских городов». Вид Симбирска.,2.0
40716578,22,3.0,Альбом «Собрание Российских и Сибирских городов». Вид Владимира.,2.0
40716580,22,1.0,Альбом «Собрание Российских и Сибирских городов». Вид Чебоксар.,2.0
40716576,22,3.0,Альбом «Собрание Российских и Сибирских городов». Вид Сызрани.,2.0
4737754,22,2.0,Гравюра. Вид города Пензы на р. Суру к северо-востоку,1.0
3057304,22,2.0,"Гравюра. ""Проспект Адмиралтейства и окололежащих строений с частью Невской перспективной дороги...""",2.0
10111826,22,3.0,«Вид города Томска».1770. Из серии «Собрание Российских и Сибирских городов».,1.0
10447455,22,3.0,Саранск (ХVIII в.),2.0
10537057,22,3.0,«Вид города Пелыма». 1770. По рисунку И.В.Люрсениуса (1704 — после 1761). Из серии «Собрание российских и сибирских городов».,2.0
11633246,22,2.0,Чебоксары.,2.0
11633215,22,3.0,Чебоксары.,2.0
11633237,22,2.0,Чебоксары.,2.0
12415893,22,1.0,Вид города Владимира. Гравюра,2.0
15811004,22,4.0,«Вид города Мангазей».1770. Из серии «Собрание Российских и Сибирских городов».,2.0
15811002,22,5.0,«Вид Удинского острова».1770. Из серии «Собрание Российских и Сибирских городов»,2.0
16837493,22,5.0,Вид города Тобольска,3.0
26708357,23,1.0,План Петербурга 1753 г.,1.0
28868903,23,1.0,План Петербурга 1753 г.,1.0
28868846,23,1.0,План Петербурга 1753 г.,1.0
