regNumber,labels,class_predict,name,connectedness
26974205,-1,2.0,«Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку». Левая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.,2.0
26974155,-1,2.0,«Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским». Левая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.,1.0
28538035,-1,2.0,"г. Москва. Менажерия. Усадьба Кусково, ул. Юности, 2. 1770-е гг. Общий вид на запад. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Аргунов Ф.С.",1.0
28539994,-1,2.0,"г. Санкт-Петербург (Ленинград), г. Ломоносов (Ораниенбаум). Большой (Меншиковскй) дворец. Ораниенбаум дворцово-парковый ансамбль. 1711-1727 гг. Перспективный вид дворца и парка, в сторону Финского залива и Кронштадта. А. Табл. 10. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”). Архитектор: Фонтана Д.М.; Архитектор: Шедель И.Г.; Архитектор: Браунштейн И.; Архитектор: Шлютер А.",3.0
28539966,-1,2.0,"г. Санкт-Петербург (Ленинград), г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Общий вид с парадным двором. А. Табл. 11. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”). автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И.",1.0
28539926,-1,2.0,"г. Санкт-Петербург. Вид Адмиралтейства и окрестностей, от Триумфальных ворот на запад. A. Табл. 7. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”).",3.0
28539961,-1,2.0,"г. Санкт-Петербург. Вид Аничкова дворца от Аничковских триумфальных ворот на запад, с частью города и перспективой Александро-Невского монастыря, со стороны Фонтанки. А. Табл. 8. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”).",3.0
28545125,-1,2.0,г. Москва. Кремль. «Вид Никольских триумфальных ворот с частью Цейхгауза». Лист 6. Илл. к «Краткой Российской империи географии» с карманным атласом.,1.0
28682401,-1,2.0,Невский проспект от Фонтанки в сторону Адмиралтейства.,2.0
28682358,-1,2.0,Проспект вверх по Неве реке от Адмиралтейства и Академии наук к востоку.,2.0
28682341,-1,4.0,Большой Петергофский дворец со стороны Нижнего парка.,2.0
29040912,-1,2.0,"Гравюра. Вид Казани. По рисунку Л.–Н. Де Леспинаса. Переработка рисунка М.И. Махаева 1766 года.
Из  альбома-приложения к книге Н. Леклерка «Le Clerc. Histoire physique, morale, civile,et politique de la Russie ancienne et moderne». Paris. 1783-1784. (Физическая, моральная, гражданская и политическая история древней и современной России. Париж. 1783 – 1784).",3.0
29295503,-1,2.0,"Текстильный рисунок для ткани. Из альбома ""Творческие работы учащихся""/ МЛП СССР Ивановский химико-технологический техникум. Художественно-колористическое отделение. ",2.0
31090051,-1,1.0,(Россия.) Красные Триумфальные ворота в Москве. Табл. 16,2.0
31232840,-1,1.0,"вид города. Вид города Екатеринбурга. Лист из атласа к изданию Н.Г. Леклерка ""История... древней и современной России"".",3.0
31548379,-1,2.0,Вид города Енисейска,1.0
31548340,-1,2.0,Вид города Тобольска,1.0
31736522,-1,2.0,«Проспект внизу по Неве-реке между Зимним Е.И.В. домом и Академией Наук». Правая сторона. Лист из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,2.0
31736632,-1,2.0,«Проспект вниз по Неве-реке от Невского моста между Исакиевскою церковью и корпусом кадетским». Правая сторона. Лист из издания «План столичного города Санктпетербурга...» (1753 г.).,2.0
31747847,-1,2.0,"Самарская обл., г. Сызрань. «Вид города Сызрани с приезда к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",1.0
31747755,-1,2.0,"Республика Татарстан, г. Свияжск. «Вид города Свияжска при водополии к полудню». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",2.0
31752255,-1,2.0,"г. Санкт-Петербург. Летний дворец Елизаветы Петровны. 1741-1744 гг., снесен в 1797 г. «Проспект Летнего Ея Императорского Величества дому с северною сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Л. 11. Архитектор: Растрелли Ф.Б., В.В.",1.0
33221013,-1,2.0,Биржа. Петербург. Вид на Биржу и Гостиный двор.,3.0
33620232,-1,2.0,"г. Санкт-Петербург, г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. «Дворец Ея И.В. в Царском Селе в 25 верстах от Санктпетербурга». Правая часть. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировальная мастерская при Императорской Академии наук и художеств, Санкт-Петербург.",1.0
33628489,-1,2.0,г. Санкт-Петербург. «Проспект вверх по Неве-реке к востоку между Галерной верфью и 13 линией Васильевского острова».,2.0
34251377,-1,2.0,Москва. Новый Императорский дворец в Кремле с галереями старого дворца. № 6 серии.,2.0
34251355,-1,2.0,Большой дворец в Ораниенбауме.  Увраж «План столичного города Санктпетебурга с изображением знатнейших проспектов...изданный трудами Императорской академии наук и художеств в Санктпетербурге 1753 года».,2.0
34251356,-1,2.0,Большой Петергофский дворец.  Увраж «План столичного города Санктпетебурга с изображением знатнейших проспектов...изданный трудами Императорской академии наук и художеств в Санктпетербурге 1753 года».,2.0
34251287,-1,2.0,"Петербург. 4 вида на одном листе: Петергоф на берегу Финского залива; Царское Село, Большой дворец; Эрмитаж в саду Царского Села; Охотничий павильон в Зверинце Царского Села.",2.0
34251283,-1,2.0,Петербург. 4 вида на одном листе: Новый...Зимний дом к Лугу; Новый...Зимний дом с реки Невы; Летний... дом по Мойке и Фонтанке реке; Старый Зимний деревянный дом.,2.0
34257027,-1,2.0,Вид Триумфальных ворот в Земляном городе (Красные ворота). 2-я серия. Лист 7-й. Придворный календарь на 1766 г. Переиздание,2.0
34257015,-1,2.0,Кремль. Новый императорский дворец с галереями старого дворца. 1 серия. Лист 6-й. Придворный календарь на 1765 г.,2.0
34257007,-1,2.0,Вид Кремля из-за Каменного моста.  1-я серия. Лист 1-й. Придворный календарь на 1765 г.,2.0
34256980,-1,2.0,Кремль. Красное крыльцо и Грановитая палата. 1-я серия. Лист 4-й. Придворный календарь на 1765 г. Воспроизведение  гравюры Стрижова (Д.А.Ровинский),2.0
34258886,-1,2.0,«Генеральная карта собранных Королевских Прусских земель» с планом баталии при деревне Гросс-Егерсдорфе 19 августа 1757 года. Атака крепости Мемеля 19/25 июня 1757 года.,2.0
34675850,-1,1.0,Вид города Владимира от Москвы с приезда к северо-западу. Лист из «Собрания российских и сибирский городов».,3.0
34675833,-1,2.0,Вид города Симбирска с приезда к северо-западу. Лист из серии «Собрание Российских и сибирский городов».,3.0
35003260,-1,2.0,Кремль. Москва. Вид Нового дворца в Кремле с южной стороны.,1.0
36071644,-1,2.0,(Россия. Москва.) Вид Триумфальных ворот из Земляного города к Тверской Ямской. Лист № 2,1.0
36071637,-1,2.0,(Россия. Москва.) Новый Императорский дворец в Кремле с галереями Старого дворца. Лист № 6,2.0
36071625,-1,2.0,(Россия. Москва.) Вид Кремля из-за Москворечья. Лист № 1,1.0
36071582,-1,1.0,(Россия.) Вид города Владимира от Москвы с приезда к северо-западу.,2.0
36071735,-1,3.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36071711,-1,2.0,(Россия.) Вид города Пензы на Суру реке к северо-востоку.,2.0
36071719,-1,2.0,(Россия.) Вид города Свияжска при водополии к полудню.,2.0
36391749,-1,2.0,Гравюра. Вид города  Селенгинска,1.0
36453706,-1,2.0,"Гравюра ""Вид города  Пензы на Суру к северо-востоку""",1.0
36924945,-1,2.0,"г. Санкт-Петербург (Ленинград), г. Ломоносов (Ораниенбаум). Большой (Меншиковскй) дворец. Ораниенбаум дворцово-парковый ансамбль. 1711-1727 гг. Общий вид средней части и левого крыла. Архитектор: Фонтана Д.М.; Архитектор: Шедель И.Г.; Архитектор: Браунштейн И.; Архитектор: Шлютер А.",1.0
36496284,-1,2.0,Проспект Государственных коллегий и части Гостиного двора в Санкт-Петербурге.,2.0
3747120,-1,2.0,"Гравюра. Два вида Петербурга. ""Проспект вверх по Неве реке от Адмиралтейства..."" и ""Невский проспект от берега Фонтанки"".",2.0
38458187,-1,2.0,Проспект вверх по Неве реке к востоку между галерною верфью и 13 линиею Васильевскаго острова,2.0
38458181,-1,2.0,Проспект Биржи и Гостинаго двора вверх по Малой Неве реке,1.0
38691429,-1,2.0,"г. Санкт-Петербург (Ленинград), г. Петергоф (Петродворец). Большой дворец. Дворцово-парковый ансамбль ""Петергоф"". 1745-55 гг.  Общий вид. Левая часть. Архитектор: Растрелли Ф.Б., В.В.",1.0
4007275,-1,2.0,Проспект Невской Перспективной дороги от Адмиралтейских ворот к востоку,2.0
38720672,-1,2.0,"Большой дворец. Дворцово-парковый ансамбль. 1716-1721 гг.,1745-1755 гг., г. Санкт-Петербург (Ленинград), г. Петергоф (Петродворец), Вид дворца со стороны Нижнего парка. автор первоначального проекта: Браунштейн И.; автор первоначального проекта: Леблон Ж.Б.; автор проекта перестройки: Растрелли Ф.Б., В.В.",2.0
38720675,-1,2.0,"Большой (Меншиковский) дворец. Ораниенбаум дворцово-парковый ансамбль. 1711-1727 гг., г. Санкт-Петербург (Ленинград), г. Ломоносов (Ораниенбаум), Вид дворца со стороны залива. Архитектор: Фонтана Д.М.; Архитектор: Шедель И.Г.; Архитектор: Браунштейн И.; Архитектор: Шлютер А.",2.0
38961626,-1,2.0,Новый Императорский дворец в Кремле с галереями старого дворца. Приложение к придворному календарю 1766 года. Гравюра,2.0
38961611,-1,2.0,Вид Кремля из Замоскворечья. Приложение к придворному календарю 1765 года. Гравюра,2.0
39047797,-1,2.0,Панорама Невы вниз по течению от старого Исаакиевского моста; левая часть - Английская набережная.,2.0
39048198,-1,2.0,Вид Адмиралтейства и части Невского проспекта.,2.0
39248637,-1,2.0,Жанровая сцена на Красной площади у Никольских ворот.,2.0
39467623,-1,2.0,Проспект вверх по реке к востоку (левый лист),3.0
39467618,-1,2.0,"Изображение слева здания двенадцати коллегий, с каналом и двумя мостиками, справа части Гостинного двора",3.0
39467603,-1,2.0,Проспект вниз по Неве между Академией наук и Зимним дворцом (левый лист),3.0
39467596,-1,2.0,Проспект Аничкова дворца и Невской перспективной дороги от реки Фонтанки,2.0
39467549,-1,2.0,Проспект дворца в Ораниенбауме (правая часть),3.0
39467547,-1,2.0,Проспект вниз по Неве от Невского моста (левый лист),3.0
39468123,-1,2.0,"Вид Петропавловской крепости со стороны Невы, справа Петропавловский собор, с юго-восточной стороны, левее бастионы, слева от них парусное судно",2.0
39468119,-1,2.0,"Вид Эрмитажа в парке Царского села со стороны главного входа, окруженного рвом и стриженными шпалерами деревьев парка, вдали виден парковый фасад Екатерининского дворца",2.0
39468097,-1,2.0,Вид Грота в саду имения Кусково,2.0
39468057,-1,2.0,"Вид Грота в Летнем саду на Фонтанке со стороны сада, справа аллея со скульптурами",2.0
39468046,-1,2.0,Вид нового Императорского Зимнего дворца и Эрмитажа на берегу Невы,2.0
39468030,-1,2.0,Вид охотничьего павильона в Зверинце Царского села со стороны Главного входа,2.0
39470854,-1,3.0,"Вид застройки берега Каменного острова у дачи гр. Бестужевой-Рюминой, на переднем плане Малая Невка и лодки, слева - дерево, у него рыболов и охотник, внизу надпись",2.0
39470847,-1,2.0,"Вид галереи и решетки в саду гр. Бестужевой-Рюминой на Каменном острове, ближе к зрителю выступающие к реке павильоны и беседки, за решеткой набережной слева другие павильоны, в глубине регулярный сад, на переднем плане лодка с гребцами и музыкантами",2.0
39468028,-1,2.0,Вид дворца в Ораниенбауме со стороны Финского залива,2.0
39470775,-1,2.0,"Вид Летнего дворца имп. Елизаветы с северной строны, на первом плане канал с лодками, набережная перед Дворцом и партерный сад с многочисленными фигурами, внизу герб Петербурга, русская и франц. надпись и подписи",3.0
39470772,-1,2.0,Проспект Адмиралтейства и около лежащих строений с частью Невской Перспективной дороги,3.0
39470747,-1,2.0,"Вид дачи гр. Бестужевой-Рюминой, на Каменном острове с берега Малой Невки, на первом плане плот с палаткой и тремя плотовщиками, внизу франц. надпись",2.0
39472641,-1,4.0,Дворец Ее Величества в Царском Селе в 25 верстах от Санкт-Петербурга (Правый лист),2.0
39472633,-1,4.0,"Вид Невского проспекта от Мойки: на переднем плане река и Мост с трехарочным проездом, за рекой справа - дворец Строгонова, Казанская церковь, в глубине - арка Аничкова моста, слева - жилая застройка",2.0
39472610,-1,0.0,"Левая часть вида на Ораниенбаумский дворец со стороны Финского залива: на переднем плане слева - пирс с парусным судном, пристань с фигурками людей, на втором плане - решетка сада, цветники и дворец",1.0
39472554,-1,3.0,Проспект Адмиралтейства и около лежащих строений с частью Невской перспективной дороги.,2.0
39472552,-1,3.0,Проспект новопостроенных палат против Аничковских ворот и части Невской перспективной дороги,2.0
39472591,-1,4.0,"Изображение усадьбы барона Вольфа на Васильевском острове: на переднем плане - партерный парк с цветниками, боскетами и беседками",2.0
39472549,-1,3.0,"Правая часть вида вверх по Неве между Академией наук Неве между Академией наук и Зимним дворцом: в центре Нева с парусными судами, гребными лодками и плотом, слева - здание Академии Наук и Петропавловская крепость, справа - Зимний дворец и Дворцовая набережная",2.0
39473033,-1,3.0,"Левая часть панорамы вверх по Неве, слева здание Академии Наук, в глубине крепость, на переднем плане парусники, баржи и плоты",3.0
39473010,-1,2.0,Вид дворца гр. Бестужевой-Рюминой на Каменном острове (правая половина панорамы): на первом плане - река Малая Невка с плотом и лодкой,2.0
39473004,-1,2.0,Проспект здания Государственных Коллегий с частью Гостиного двора,2.0
39472985,-1,3.0,Вид Невской перспективы от Мойки к востоку,2.0
39472984,-1,3.0,Вид Монбежа в Царском селе,2.0
39473404,-1,3.0,"Изображение слева здания двенадцати коллегий, с каналом и двумя мостиками, справа части Гостинного двора",2.0
39473401,-1,3.0,Изображение охотничьего павильона в Зверинце Царского села на фоне декоративной зелени,2.0
