id,name,author,regNumber,invNumber,gikNumber,type,statusId,nativeId,description,technologies,,,image,connectedness,plot
637d3fec584941407ffc6120,"План Петербурга 1753 года, восемь из девяти отдельных несклеенных листов","Гравер: Соколов, Иван Алексеевич (под смотрением) , Автор чертежа: Трускотт, Иван Фомич , Гравер: Махаев, Михаил Иванович (под смотрением) ,Гравер: Неизвестный гравер",39471106,ЭРГ-26538,ГИКГЭ-343331,0,6,39692203,,офорт,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48164025,1.0,План Петербурга 1753
5e4c53b91c266ee13da8b81d,"""Зимний дворец, построенный Д.Трезини"", с картины неизвестного художника по рисунку М.Махаева, вырезка из печатного издания",,21156600,ПДМП 5107-от,ГМЗ Пф КП 62340,0,6,21280609,,"бумага, печать",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/22504355,4.0,Проспект старого Зимнего дворца с каналом соединяющим Мойку с Невою
629927c4c7f00e02909a9843,(Россия.) Вид Казани во время водополья реки Казанки к северо-западу представленный.,"Н. Ф. Челнаков, рис. М. И. Махаев и А. В. Усачев 1766-1768 гг. по эскизу А. И. Свечина 1764 г.",36071631,ГМИ СПб Инв.№-VIII-А-3738 г,ГМИ СПб 126666,0,6,36278639,,"бумага.  офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/43439980,2.0,Вид Казани в водополье
5cbe39c293fa687ca43759f6,Вид старого Зимнего дворца и Зимней канавки,С гравюры М. И. Махаева,16214860,ГМИ СПб Инв.№-I-А947г,ГМИ СПб 163467,0,6,16343066,"На переднем плане Нева с лодками, в глубине - здание Зимнего дворца, в левой части - перспектива Зимней канавки с мостами и угол трехэтажного здания, внизу надпись: ""Vue de l'ancien Palais d'hiver de la majeste imperiale et du canal qui joint la Mojka avec la Neva a St Petersburg"", тот же текст на английском языке, ниже ""A Paris chez Basset rue St genevieva"".","Бумага.  Гравюра резцом, акварель.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15688952,2.0,"Проспект старого Зимнего дворца, с каналом, соединяющим Мойку с Невой."
627048629d36b8069507c2c0,"Альбом: «Москва. Снимки с видов местностей, храмов, зданий и других сооружений. Приложение III». Лист из альбома: Старые Триумфальные ворота. В Земляном городе (1775 г.).Перерисовка Н.А.Мартынова гравюры по рисунку М.Махаева. Воспроизведение","Найденов Н. А. (Издатель)
Шерер, Набгольц и К (фототипия)",35415209,ИА 240/23,ГИМ 89547/23,0,6,35607242,,"бумага, фототипия",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/42471629,4.0,Вид Триумфальных ворот в Земляном городе
5cbe39c293fa687ca4375afd,Панорама Невы вниз по течению от Зимнего дворца и Академии наук; левая часть - Адмиралтейство,Г. А. Качалов по рисунку М. Махаева,16214806,ГМИ СПб Инв.№-I-А1059/2г,ГМИ СПб 163523/1,0,6,16343127,,"Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689064,2.0,Триумфальная арка Екатерины II. Триумфальная площадь
637d3ff0f5b1ca408c58ae12,"Вид дачи английского посла барона Вольфа в Петербурге, в глубине, в центре, дача, перед дачей партерный сад, слева и справа беседки и павильоны, справа двухэтажное здание, на переднем плане несколько человеческих фигур","Инвентор: Штелин, Якоб фон ,Гравер: Махаев, Михаил Иванович",39468094,ЭРГ-20852,ГИКГЭ-340103,0,6,39689070,,офорт,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48160074,1.0,Вид дачи Вольфа 
63000da83ced893a16bb2b72,офорт. Эрмитаж в Кускове,"Лоран П. ,Махаев М И",14170669,Г-314,МТ КП-1609,0,6,14292786,"В центре - здание Эрмитажа. От него лучами расходятся куртины парка, при начале которых установлены статуи на небольших пьедесталах. На свободном пространстве перед Эрмитажем, в основном слева, видны группы гуляющих: вот дама под зонтиком, который держит лакей сзади, за нею идут кавалер с дамой, перед дамой, спиной к зрителю, раскланивается кавалер с орденской лентой через плечо и две дамы.","офорт, гравюра резцом, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/45593583,2.0,Эрмитаж. Кусково
5df905041c266ee13dbd1d09,Проспект вниз по Неве реке между Зимним Ее Императорского величества домом и Академией наук. Фрагмент. Правая часть,"Гравер Качалов, Григорий Аникеевич (1711/1712-1759), по рисунку М. И. Махаева (1716-1770)",20241356,ОДМП 44-гр,ГМЗ Пф КП 90593,0,6,20378676,,"бумага, гравюра резцом, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/21256785,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
5ce8646993fa687ca43cde41,Ораниенбаум. Вид  царского дворца на берегу Финского залива против Кронштадта.,Не Франсуа Дени François-Denis Née (1732-1817) с рис. Леспинаса по ориг. М.И.Махаева,16708434,Гр-7388,ВМП КП-17235,0,6,16830459,,гравюра резцом,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/16326213,3.0,Ораниенбаум. Вид дворца на берегу Финского залива напротив Кронштадта.
637d3ff0f5b1ca408c58ae0a,"Вид Большого Петергофского дворца, со стороны Главного канала с комплексом фонтанов на первом плане, в центре - Самсон","Автор рисунка: Махаев, Михаил Иванович ,Гравер: Саблин, Николай Яковлевич",39468102,ЭРГ-20875,ГИКГЭ-340126,0,6,39689058,,офорт,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48160053,2.0,Вид дворца в  Петергофе. Фонтаны
6227c7b2cff1801b8a9b1251,Вид Воскресенских Триумфальных ворот от Куретного мосту. 2-я серия. Лист 4-й. Придворный календарь на 1766 г.,"Неизвестный гравер
Махаев М. И. (Автор рисунка)",34257003,Л 7840,ГИМ 53408/2993,0,6,34456436,,"бумага плотная, гравюра",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/40909351,2.0,Воскресенские ворота. Китайгородская стена
608f16d6172e287c2d0eaecb,"Проспект Круглой Беседки на канале в конце Кусковского сада, принадлежащего Его Сиятельству Графу Петру Борисовичу Шереметеву","Неизвестный русский художник XVIII века, под руководством М.И. Махаева (1716-1770) в 1768 г. (Автор рисунка) ,Лоран Пьер Франсуа",28563586,ГР 26,ГМК КП 14234,0,6,28726838,"В центре круглого водоема изображен двухэтажный павильон на высоком круглом искусственно насыпанном холме, обложенном камнем и обнесенном балюстрадой. Павильон украшен пилястрами. Гербом над входной дверью , балюстрадой, фигурками путти и вазами на кровле. Через канал перекинут деревянный мостик. На первом плане куртины и газоны. Фигуры гуляющих (дама под зонтиком, семья с детьми). Под изображением герб рода Шереметевых с девизом « Deus conservat omnia» и надпись на русском и французском языках : «Проспект Особливой Круглой Беседки на канале в конце Кусковского сада принадлежащ.Е.С. Гр.П.Б.Шереметеву А. Лабиринтъ». В левом нижнем углу под изображением подпись : «Grave par P.Laurent Member de l Akademie de Pienture et Sculpture de Marseille».","бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32979940,2.0,Проспект особливой круглой беседки на канале в конце кусковского сада
62704a8108d6c306a3265e48,"Проспект Эрмитажа в саду села Кускова. Лист из альбома ""Подлинное представление строениев и саду в одном из увеселительных домов называемом Кусково, принадлежащее его Cиятельству Господину графу Петру Борисовичу Шереметеву..."".","Махаев М.И. (Автор оригинала) 1718-1770
Лоран Пьер (Гравер) 1739-1809",34677112,ИА 173/6,ГИМ 89577/6,0,6,34880449,,"резец, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/41475488,2.0,Эрмитаж. Кусково
5c3e174193fa687ca48548e6,Фотография. Фрагмент гравюры «Вид города Свияжска при водополии к полудню» по рисунку М. И. Махаева (переработка рисунка А. И. Свечина)».,,8953998,,ОГС КП-199,0,6,9069594,,"фотобумага, картон, фотопечать",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/5541077,5.0,Вид Свияжска
608f16d6172e287c2d0eaeb6,"Проспект Эрмитажа в саду села Кускова, принадлежащего Его Сиятельству Графу Петру Борисовичу Шереметеву. Поставлен в средине восьми Куртин","Неизвестный русский художник XVIII века, под руководством М.И. Махаева (1716-1770) в 1768 г. (Автор рисунка) ,Лоран Пьер Франсуа",28563606,ГР 8,ГМК КП 14216,0,6,28726812,"В центре гравюры изображен Эрмитаж – двухэтажное, крытое куполом здание, с четырьмя выступающими полукругом частями, украшенное балюстрадой по кровле, статуей женщины с венком на вершине купола и бюстами в овальных нишах над оконными проемами. К зданию с 8 сторон сходятся куртины. Перед каждой куртиной – декоративная скульптура. На первом плане многочисленные фигуры людей. Под изображением герб рода Шереметевых «Deus conservat omnia» и надпись на русском и французском языках: «Проспектъ особливой Эрмитажа в саду села Кускова принадлежащего Е.С.Гр.П.Б.Шереметеву. Поставленного в средине осьми куртинъ».
Под изображением герб рода Шереметевых «Deus conservat omnia» и надпись на русском и французском языках: «Проспектъ особливой Эрмитажа в саду села Кускова принадлежащего Е.С.Гр.П.Б.Шереметеву. Поставленного в средине осьми куртинъ».
В левом нижнем углу под изображением подпись: «Grave a Paris, par P. Laurent, мembre de l’Academie de Peinture et  de Sculpture a Marseille».","бумага, офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32979918,2.0,Эрмитаж. Кусково
5cbe39c293fa687ca4375a3a,Вид здания Двенадцати коллегий со стороны Невы,С гравюры М. И. Махаева,16214844,ГМИ СПб Инв.№-I-А961г,ГМИ СПб 163481,0,6,16343087,"Зеркальное изображение, в центре канал с двумя мостиками, справа - здание коллегий, слева - часть здания гостинного двора, на набережной - фигуры модель, экипажи, всадники, телега с бочками, в глубине - Малая Нева. Надпись: ""The Buiheigs of the Imperial Colleges… and the Ware Houses for Merchants on ye riant"", тот же текст на французском языке.","Бумага.  Гравюра резцом, акварель.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15688982,2.0,Проспект Государственных коллегий
5e9f69ce1c266ee13d2455fe,Изображение причащения Екатерины II в алтаре Успенского собора.,"Гравер: Махаев, Михаил Иванович , Автор оригинала: Велли, Жан Луи де",22290542,ЭРГ-3837,КПГЭ.1946-152/68/34,0,6,22431483,,"гравюра резцом, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/24615333,1.0,Изображение причащения Екатерины II в алтаре Успенского собора.
63000c0ee9a8533a15398564,Казань,Челнаков Никита Федорович (1733/36-1790) с ориг. Махаева М.И. (по рис. Усачева В. и Свечина А.И.),37234766,Гр-1913,ВМП КП-27743,0,6,37440234,,"бумага, гравюра резцом",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/45010715,2.0,Вид Казани в водополье
5c954f8793fa687ca452e495,«Вид города Кузнецка».1770. Из серии «Собрание Российских и Сибирских городов».,Бугреев Иван Астафьевич (1745-?);  Махаев Михаил Иванович (1716-1770),15811003,Г703,ИГМИИ КП2804,0,6,15930551,"Вид города. На первом плане берег, покрытый растительностью с покосившимся деревом справа, изображенным фрагментально. В центре горизонтально полоса реки. На противоположном берегу вдоль подножия высоких холмов полоса домиков и две церкви слева и в центре. За городом, в центре изображен забор, уходящий вдоль склона холма вверх. На вершинах трёх холмов слева маленькие постройки. Изображение очерчено рамкой.","бумага «верже» с водяным знаком, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15119438,2.0,Вид Кузнецка
62704d5d08d6c306a329ec5e,"Исаакиевский (наплавной) мост (не сохр.).  1727 г.; 1732 г., 1821 г. - реконструкции. 1916 г. - закрыт,  г. Санкт-Петербург (Ленинград), Вид внизу по Неве от Исаакиевского наплавного моста между Исаакиевским собором и Кадетским корпусом. Архитектор: Бетанкур А.","Васильев Я.В. ,Махаев М.И.",35316664,Р III-1622,ГНИМА ОФ-151/933,0,6,35509974,,"бумага, гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/42336274,2.0,Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом
608f1859154d0f7c267254b9,"г. Санкт-Петербург. Перспектива Старой биржи и Гостиного двора со стороны набережной Малой Невы. A. Табл. 2. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”).","Леспанасс Л. , Оврэ П. , Махаев М.И.",28539928,Р III-6497/3,ГНИМА ОФ-1374/31,0,6,28703693,,"бумага, гравюра резцовая, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32950509,3.0,Проспект Биржи и Гостиного двора
5f46db601c266ee13d127b15,Вид Воскресенских триумфальных ворот от Курятного моста.,Махаев Михаил Иванович (Художник),24220958,Р III-3010,ГНИМА ОФ-886/6,0,6,24362605,"Четвертый лист из II серии гравюр, выполненной при Академии наук, для придворного календаря. По рисунку М. Махаева 1763 г., по руководству Жака-Луи Девелли.","гравюра резцовая, офорт, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/26808616,2.0,Воскресенские ворота. Китайгородская стена
5cbe39c293fa687ca4375bd1,Здания Государственных коллегий со стороны Невы,Е. Т. Внуков по рисунку М. Махаева,16214774,ГМИ СПб Инв.№-I-А1130г,ГМИ СПб 163570,0,6,16343166,"На переднем плане - набережная с мостиком через канал, тянущийся вдоль здания Коллегий; справа - здание Гостиного двора; в глубине - Малая Нева; вдоль набережной и на площади - группы людей, экипажи и телега, нагруженная ящиками и бочками; под изображением в картуше - герб Петербурга; внизу - надписи: слева - ""Проспектъ Государственныхъ Коллегiй съ частiю Гостиного двора с'восточную сторону"", справа - тот же текст на французском языке; под рамкой слева - ""Подсмотр. Г.Валерiани, снималъ подмастерья Михайла Махаевъ"", справа - ""Подсмотр. мастера Ивана Соколова, грид. Екимъ Внуковъ""; лист № 12 из издания ""Планъ столичнаго города Санктъ-Петербурга… 1753 года"".","Бумага.  Гравюра резцом, офорт.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689131,2.0,Проспект Государственных коллегий
5c3e0d6393fa687ca4f63b6e,Эрмитажъ въ саду Ея Императорского Величества дворца въ Сарском Селъ. Гравюра,Махаев М. М.,2042384,ЕД-8-XII,ЦС КП-10363,0,6,470244,,"резец, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/39238407,1.0,Эрмитаж. Екатерининский парк
62704cd108d6c306a3293699,"Альбом: «Москва. Снимки с видов местностей, храмов, зданий и других сооружений. Приложение 3-е. Со старых гравюр». Лист из альбома:   Виды половины XVIII столетия. Вид  Воскресенских Триумфальных ворот от Куретного моста и Вид Воскресенских Триумфальных ворот между библиотекой и Монетным двором. Воспроизведение гравюр по рисункам М.И.Махаева","Найденов Н. А. (Издатель)
Шерер, Набгольц и К (фототипия)",35188545,ИА 235/18,ГИМ 54744/241,0,6,35386128,,"бумага, фототипия",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/42183987,4.0,Воскресенские ворота. Китайгородская стена
637d3ff0584941407ffc6744,Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским.,"Автор рисунка: Махаев, Михаил Иванович ,Гравер: Васильев, Яков Васильевич",39472684,ЭРГ-31665,ГИКГЭ-346187,0,6,39693495,,"акварель, гравюра резцом",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48166106,2.0,Проспект вниз по реке Неве от Невского моста между Исаакиевской церковью и кадетским корпусом
629927c4c7f00e02909a9831,(Россия. Москва.) Вид Кремля в Москве с Каменного моста через Москву-реку. Лист № 1,"П. Т. Балабин, рис. М. И. Махаев в 1763 г.",36071649,ГМИ СПб Инв.№-VIII-А-3693 г,ГМИ СПб 126621,0,6,36278620,,"картон.  офорт, резец",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/43439960,2.0,Вид Кремля в Москве с Каменного моста через Москву-реку
608f1855154d0f7c26724ca7,"г. Москва. Голландский домик. Усадьба Кусково, ул. Юности 2. 1749-1751 гг. Перспективный вид на фасад со стороны Большого Дворцового пруда. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.","Махаев М.И. ,Лоран П.-Ф.",28537992,Р III-6787/11,ГНИМА ОФ-1478/1939,0,6,28701695,,"бумага верже, гравюра резцовая, офорт",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/32948543,1.0,Голландский домик. Кусково
608f1675154d0f7c266f526e,Большой Царскоселький дворец со стороны парадного двора.,Н.Ф. Челнаков и П.А. Артемьев по рисунку М.И. Махаева.,28682357,ГМИ СПб Инв.№-I-А-1161 г,ГМИ СПб 163596,0,6,28843736,,бумага.  гравюра,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33144916,2.0,Дворец в Царском селе
608f1729172e287c2d0f3275,План Петербурга 1753 г.,"И. Трускот, И. Соколов, М. Махаев.",28868845,ГМИ СПб Инв.№-I-А-59/1 к,ГМИ СПб 172357/1,0,6,29032813,,бумага.  гравюра,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/33404395,1.0,План Петербурга 1753
5c3e092c93fa687ca4b975da,Новгород. Вид из-за реки Волхова,Неизвестный художник с оригинала Махаева М. И. (?),11504034,,ВМП КП-13444,0,6,11616995,"Лист из серии ""Российские и Сибирские города""... За рекой на берегу расположен город, состоящий из двух частей (Софийской и Торговой), они соединены мостом. На реке - парусники, на переднем плане - узкая полоса берега: слева - сломанное дерево, справа в углу - высокое (в пол листа). По центру - кусты и небольшое дерево с круглой кроной","грав. резц, бум",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/9142023,2.0,Вид Новгорода
63a61b4e9ba1b73ff0c904d1,"Генеральный проспект села Кусково. Лист из альбома ""Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково..."".","Лоран Пьер (Гравер) 1739-1809
Махаев М.И. (Автор оригинала) 1718-1770",39679631,Л 7911,ГИМ 70488/4010,0,6,39906061,,"гравюра резцом, бумага",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48456096,2.0,Генплан. Кусково
5cbe39c293fa687ca4375ae7,Перспективный вид Невы от старого Зимнего дворца и Академии Наук вниз по течению,С гравюры М. И. Махаева,16214810,ГМИ СПб Инв.№-I-А944г,ГМИ СПб 163465,0,6,16343121,"На переднем плане слева - старый старый Зимний дворец, далее Адмиралтейство и ряд других зданий, на правом берегу дворец Прасковьи Федоровны, Кунтскамера, Двенадцать коллегий и другие здания, среди Невы парусные суда и лодки с гребцами под изображением справа надпись: ""Проспект в низ по Неве реки между Зимним ее императорского величества домом и Академией наук"". Слева та же надпись на английском, французском языках.","Бумага.  Офорт, акварель.",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/15689056,2.0,Проспект вниз по Неве реке между Зимним домом и Академией Наук
637d3ff0f5b1ca408c58ade4,Вид Летнего сада на углу Фонтанки и Мойки со стороны дворца,"Гравер: Внуков, Филипп Терентьевич , Автор рисунка: Махаев, Михаил Иванович",39468139,ЭРГ-20871,ГИКГЭ-340122,0,6,39688985,,офорт,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48159986,2.0,Вид Летнего сада на углу Фонтанки и Мойки 
637d3fef584941407ffc66b6,"Вид на здание 12-ти коллегий на Васильевском Острове: слева-здания коллегий и канал с двумя деревянными мостиками, в центре-поле, заполненное фигурами горожан, телегами, колясками","Гравер: Внуков, Еким (Аким, Яким) Терентьевич , Автор рисунка: Махаев, Михаил Иванович",39472550,ЭРГ-31456,ГИКГЭ-345995,0,6,39693820,,гравюра резцом и офортом,,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/48166207,2.0,Проспект Государственных коллегий
61844ca3e07053748e2f6508,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист III с изображением Литейной части.,"Махаев М.И. ,Трускот И. , Соколов И.А.",31736605,Р III-3365/3,ГНИМА ОФ-1163/528,0,6,31921288,,"бумага верже, гравюра резцовая",,,http://goskatalog.ru/muzfo-imaginator/rest/images/original/37389976,1.0,План Петербурга 1753
