id,Name,regNumber
5c95516093fa687ca46ae118,"гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.",15683588
5c95516093fa687ca46ae194,"гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.",15683561
5c95502d93fa687ca45bd540,Вид города Чебоксары,16053815
5c95502c93fa687ca45bd26b,Вид города Саранска,16053766
5cbe39f393fa687ca43a222b,Тезис Соловецкого монастыря,16290965
5cbe39c293fa687ca4375ca8,План Петербурга 1753 г.,16215048
5cbe39c293fa687ca4375cb2,План Петербурга 1753 г.,16215046
5cbe39c293fa687ca4375cbb,План Петербурга 1753 г.,16215044
5cbe39c293fa687ca4375d15,План Петербурга 1753 г.,16215039
5cbe39c293fa687ca4375d1f,План Петербурга 1753 г.,16215037
5cbe39c293fa687ca4375d55,План Петербурга 1753 г.,16215030
5cbe39c293fa687ca4375da1,План Петербурга 1753 г.,16215027
5cbe39c293fa687ca4375da9,План Петербурга 1753 г.,16215025
5cbe39c293fa687ca4375db5,План Петербурга 1753 г.,16215022
5cbe39c293fa687ca4375dbe,План Петербурга 1753 г.,16215020
5cbe39c293fa687ca4375dea,План Петербурга 1753 г.,16215012
5cbe39c293fa687ca4375df3,План Петербурга 1753 г.,16214996
5cbe39c293fa687ca4375e05,План Петербурга 1753 г.,16214993
5cbe39c293fa687ca4375e14,План Петербурга 1753 г.,16214990
5cbe39c293fa687ca4375e22,План Петербурга 1753 г.,16214989
5cbe39c293fa687ca4375e68,План Петербурга 1753 г.,16214980
5cbe39c293fa687ca4375edf,План Петербурга 1753 г.,16214961
5cbe39c293fa687ca4375f1d,План Петербурга 1753 г.,16214951
5cbe39c393fa687ca43775be,"Охотничий павильон ""Монбижу"" в Зверинце Царского Села",16215989
5c3e0e1593fa687ca4003ec6,Эрмитаж в Царском Селе,3205240
5c3e0e1b93fa687ca40053ac,Соловецкий монастырь с житием преп. Зосимы и Савватия Соловецких. Гравюра,2550835
5c3e0e1e93fa687ca4007dca,Соловецкий монастырь с житием преп. Зосимы и Савватия Соловецких. Гравюра,2550747
5cbe3ad893fa687ca4475a2c,Вид на Неву между Зимним дворцом и Академией наук. Гравюра,16667850
5cbe3ad893fa687ca4475a56,Летний дворец в Петербурге. С рисунка М.И. Махаева. Гравюра,16667841
5cbe3ad893fa687ca4475aa3,Дворец в Царском селе. С рисунка М.И. Махаева. Гравюра,16667826
5ce8646893fa687ca43cd3b6,Москва. Карта Москвы и ее окрестностей. На нижнем поле - вид Кремля из Замоскворечья (у Каменного моста),16706997
5ce865d593fa687ca44d218c,гравировальная доска «Тезис в честь Екатерины II Лаврентия Хоцятовского с видом Троице-Сергиевой пустыни».,16960940
5d1144d7825ad31acecea0ae,Портрет Сергея Леонтьевича Бухвостова,17130962
5d114515825ad31aced2325f,Жанровая сцена на Красной площади у Никольских ворот.,17142009
5d114517825ad31aced2502d,Жанровая сцена на Красной площади у Никольских ворот.,17143379
5db76416825ad31acee3d993,Ожерелье,19190075
5db76443825ad31acee644a6,План Санкт-Петербурга 1753 года.,19263295
5db76443825ad31acee64502,План Санкт-Петербурга 1753 года.,19263276
5db76443825ad31acee64536,План Санкт-Петербурга 1753 года.,19263270
5db76443825ad31acee6454a,План Санкт-Петербурга 1753 года.,19263264
5db76443825ad31acee64550,План Санкт-Петербурга 1753 года.,19263262
5db76443825ad31acee642dd,План Санкт-Петербурга 1753 года.,19263238
5db76443825ad31acee64357,План Санкт-Петербурга 1753 года.,19263218
5db76443825ad31acee643b5,План Санкт-Петербурга 1753 года.,19263203
5db76443825ad31acee643b8,План Санкт-Петербурга 1753 года.,19263202
5df902521c266ee13d98e89d,"Гравюра ""Дворец в Царском Селе"" (Лист № 1)",20395753
5df902521c266ee13d98e8a2,"Гравюра ""Дворец в Царском Селе"" (Лист № 2)",20395752
5e753af91c266ee13df5d895,Вид города Саранска с приезду на восток,21567716
5e9f693f1c266ee13d1dd61a,Императорский дворец в Царском Селе.,22105349
5e9f69ce1c266ee13d2455fe,Изображение причащения Екатерины II в алтаре Успенского собора.,22290542
5f1ca7921c266ee13dcc828d,"""Петербург"". Гравюра",23465165
5f1ca7921c266ee13dcc7e47,"""Петербург. Проспект Государственных коллегий"". Гравюра",23464937
5f46db601c266ee13d127b68,Вид Кремля из Замоскворечья между Каменным и Живым мостом к полудню.,24221147
5f99e3361c266ee13d496e3c,Портрет С. Бухвостова в старости,24999605
5f99e3361c266ee13d496fa7,Портрет первого российского солдата Сергея Бухвостова,24999576
5f99e3361c266ee13d4970dc,Портрет первого российского солдата Сергея Бухвостова,24999562
5f99e3711c266ee13d4c6d30,Гравюра. «Царское село. Охотничий павильон».,25065504
5f99e3af1c266ee13d4fc022,Вид города Якуцка (Якутска),25141913
5f99e3af1c266ee13d4fc072,Вид города Иркуцка (Иркутска),25141900
6011e39bf2d7344dae8c8446,План Петербурга 1753 г.,26708367
6011e39bf2d7344dae8c8453,План Петербурга 1753 г.,26708357
6011e39bf2d7344dae8c845d,План Петербурга 1753 г.,26708353
6011e39bf2d7344dae8c8467,План Петербурга 1753 г.,26708349
6011e39bf2d7344dae8c847e,План Петербурга 1753 г.,26708340
6011e39bf2d7344dae8c8498,План Петербурга 1753 г.,26708314
6011e39bf2d7344dae8c84a6,План Петербурга 1753 г.,26708301
6011e39cf2d7344dae8c84bc,План Петербурга 1753 г.,26708285
6011e39cf2d7344dae8c84d0,План Петербурга 1753 г.,26708277
6011e39cf2d7344dae8c84db,План Петербурга 1753 г.,26708273
603c0d3421bf8926660c29da,«Проспект вниз по Неве реке от Невского моста между Исаакиевской церковью и корпусом Кадетским». Левая часть панорамы. из альбома «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов». Императорская Академия Наук и Художеств. Санкт-Петербург.,26974155
608f1854154d0f7c26724ad5,"г. Санкт-Петербург. Эрмитаж. Екатерининский парк. 1744-46, 1748-54 гг. «Эрмитаж в Саду Ея Императорского Величества дворца в Царском Селе». Вид со стороны подъемного моста. Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор-строитель: Чевакинский С.И.; автор проекта перестройки: Растрелли Ф.Б., В.В. Гравировано при Императорской Академии Наук и Художеств, Санкт-Петербург.",28537399
608f1854154d0f7c26724ad8,"г. Санкт-Петербург. Усадьба А. П. Бестужева-Рюмина на Каменном острове. 1734 г., 1746-1756 гг. Амфитеатр. Вид с Малой Невки. Лист из сюиты ""Виды Каменного острова гр. Бестужевой-Рюминой"". Архитектор: Трезини П. (?). Гравировано при Императорской Академии Наук и Художеств, Санкт-Петербург.",28537397
608f1854154d0f7c26724aed,"г. Санкт-Петербург. Усадьба А. П. Бестужева-Рюмина на Каменном острове. 1734 г., 1746-1756 гг. Общий вид ансамбля с Малой Невки. Лист из сюиты ""Виды Каменного острова гр. Бестужевой-Рюминой"". Архитектор: Трезини П. (?). Гравировано при Императорской Академии Наук и Художеств, Санкт-Петербург.",28537352
608f1854154d0f7c267249cd,"г. Санкт-Петербург. Усадьба А. П. Бестужева-Рюмина на Каменном острове. 1734 г., 1746-1756 гг. Эрмитаж по Малой Невке. Вид от пристани. Лист из сюиты ""Виды Каменного острова гр. Бестужевой-Рюминой"". Архитектор: Трезини П. (?). Гравировано при Императорской Академии Наук и Художеств, Санкт-Петербург.",28537349
608f1855154d0f7c26724c50,"г. Москва. Менажерия. Усадьба Кусково, ул. Юности, 2. 1770-е гг. Общий вид на запад. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Аргунов Ф.С.",28538035
608f1855154d0f7c26724c7a,"г. Москва. Усадьба Кусково, ул. Юности, 2. XVIII в. Генеральный план с экспликацией. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.",28538018
608f1855154d0f7c26724c7c,"г. Москва. Церковь Спаса Всемилостивого. Усадьба Кусково, ул. Юности, 2. 1737-1739 гг., колокольня 1792 г. Общий вид с дворцом и кухней. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.",28538017
608f1855154d0f7c26724c90,"г. Москва. Эрмитаж. Усадьба Кусково, ул. Юности, 2. 1764-1767 гг. Общий вид. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Бланк К.И.",28538009
608f1855154d0f7c26724c9a,"г. Москва. Усадьба Кусково, ул. Юности, 2. XVIII в. Беседка на канале в конце сада. Общий вид с лабиринтом. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.",28538005
608f1855154d0f7c26724ca7,"г. Москва. Голландский домик. Усадьба Кусково, ул. Юности 2. 1749-1751 гг. Перспективный вид на фасад со стороны Большого Дворцового пруда. Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.",28537992
608f1855154d0f7c26724ca9,"Титульный лист к альбому «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...»",28537990
608f1855154d0f7c26724cb0,"г. Москва. Усадьба Кусково, ул. Юности, 2. XVIII в. Вид парка с беседкой. «Проект особливой Беседки в Зверинце, находящемся между Кускова и Вешнякова...на полдень». Лист из альбома «Подлинное представление строений и саду, находящихся в одном из увеселительных домов, называемом село Кусково...». Архитектор: Кологривов Ю.И.; Архитектор: Ухтомский Д.В.; Архитектор: Бланк К.И.; Архитектор: Аргунов Ф.С.; Архитектор: Миронов А.Ф.; Архитектор: Дикушин Г.Е.",28537983
608f1859154d0f7c26725488,"г. Санкт-Петербург (Ленинград), г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Общий вид с парадным двором. А. Табл. 11. Из издания Н.Г. Леклерка «История естественная, нравственная, гражданская...России» (N.G. Le Clerc, Atlas Volume of “Histoire physique, morale...de la Russie ...”). автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И.",28539966
608f1641a04b277c2077601e,г. Москва. Кремль. «Вид Кремля в Москве с Каменного моста через Москву-реку». Лист 1. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545162
608f1641a04b277c20776023,г. Москва. Кремль. «Вид Кремля из Замоскворечья». Лист 1. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545157
608f1641a04b277c2077602f,"г. Москва. Красные ворота (не сохран.). Пл. Красные ворота (Лермонтовская). 1753-1757 гг., разобраны в 1927 г. «Вид Триумфальных ворот в Земляном городе». Лист 7. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Ухтомский Д.В. Гравировано при Академии Наук, Санкт-Петербург.",28545145
608f1641a04b277c20776034,г. Санкт-Петербург. Второй Зимний дворец. 1716-1727 гг. «Проспект старого Зимнего дворца с каналом соединяющим Мойку с Невою». Архитектор: Маттарнови И.С.; Архитектор: Гербель Н.Ф.,28545140
608f1641a04b277c2077603e,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот от Куретного мосту». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",28545130
608f1641a04b277c20776042,г. Москва. Соборная площадь. Кремль. Конец XV- начало XVI в. «Вид Успенского собора и Грановитой палаты с частью Ивана Великого». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545126
608f1641a04b277c20776045,г. Москва. Кремль. «Вид Никольских триумфальных ворот с частью Цейхгауза». Лист 6. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545125
608f1641a04b277c20776052,г. Санкт-Петербург. «Проспект Адмиралтейства и около лежащих строений с частию Невской перспективной дороги с западную сторону».,28545119
608f1641a04b277c20776055,"г. Москва. Триумфальная арка Екатерины II. Триумфальная площадь. 1762 г., сгорела в 1773 г. «Вид Триумфальных ворот из Земляного города к Тверской-Ямской». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.",28545116
608f1641a04b277c20776056,г. Москва. Теремной дворец. Кремль. 1635-1636 гг. «Вид Кремлевского старого дворца с Красным крыльцом и Золотой решеткой». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Огурцов Б.; Архитектор: Константинов Б.; Архитектор: Шарутин И.М.; Архитектор: Ушаков Л.,28545115
608f1641a04b277c20776059,"г. Санкт-Петербург. Здание Двенадцати коллегий. Университетская наб., 7. 1722-42 гг. «Проспект Государственных коллегий с частию Гостиного двора с восточную сторону». Архитектор: Трезини Д.А.; Архитектор: Трезини К.Д.; Архитектор: Земцов М.Г.",28545112
608f1641a04b277c20776065,"г. Москва. Триумфальная арка Екатерины II. Триумфальная площадь. 1762 г., сгорела в 1773 г. «Вид Триумфальных ворот из Земляного города к Тверской-Ямской». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.",28545100
608f1641a04b277c20776068,"г. Санкт-Петербург. Аничков дворец. Невский пр-т, 39. 1741-1754 гг., 1776-1778 гг. - переделка, 1809-1810 гг., 1817-1818 гг., 1875 г. г. Санкт-Петербург. «Проспект новопостроенных палат против Аничковских ворот от восточной стороны с частию Санктпетербурга и Невской перспективной дороги от реки Фонтанки». Панорамный вид Невского проспекта в сторону Адмиралтейства. Архитектор: Земцов М.Г.; Архитектор: Дмитриев Г.Д.; Архитектор: Старов И.Е.; Архитектор: Руска Л.; Архитектор: Росси К.И.; Архитектор: Рахау К.К.",28545097
608f1641a04b277c20776069,"г. Москва. Красные ворота (не сохран.). Пл. Красные ворота (Лермонтовская). 1753-1757 гг., разобраны в 1927 г. «Вид Триумфальных ворот в Земляном городе». Лист 7. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Ухтомский Д.В. Гравировано при Академии Наук, Санкт-Петербург.",28545096
608f1641a04b277c20776073,г. Москва. «Вид Триумфальных ворот на Тверской улице в Белом городе». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545086
608f1641a04b277c20776075,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот от Куретного мосту». Лист 4. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",28545084
608f1641a04b277c2077607a,г. Москва. Соборная площадь. Кремль. Конец XV- начало XVI в. «Вид Успенского собора и Грановитой палаты с частью Ивана Великого». Лист 2. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545079
608f1641a04b277c2077607e,г. Москва. «Вид Триумфальных ворот на Тверской улице в Белом городе». Лист 3. Илл. к «Краткой Российской империи географии» с карманным атласом.,28545075
608f1641a04b277c20776087,"г. Москва. Воскресенские ворота. Китайгородская стена. 1535-38 гг., перестроены в 1680-х гг. разобраны в 1931 г., восстановлены в 1994-1995 гг. «Вид Воскресенских триумфальных ворот между Библиотекой и Монетным двором». Лист 5. Илл. к «Краткой Российской империи географии» с карманным атласом. Архитектор: Петрок Малый (Фрязин); автор проекта воссоздания: Журин О.И.",28545066
608f164aa04b277c20777065,"г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. Перспектива со стороны парадного двора. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировано при Императорской Академии наук и художеств, Санкт-Петербург",28549048
608f1674154d0f7c266f4f7a,План Петербурга.,28681477
608f1729172e287c2d0f3222,План Петербурга 1753 г.,28868925
608f1729172e287c2d0f3226,План Петербурга 1753 г.,28868921
608f1729172e287c2d0f3229,План Петербурга 1753 г.,28868918
608f1729172e287c2d0f3231,План Петербурга 1753 г.,28868910
608f1729172e287c2d0f3233,План Петербурга 1753 г.,28868908
608f1729172e287c2d0f3238,План Петербурга 1753 г.,28868903
608f1729172e287c2d0f323e,План Петербурга 1753 г.,28868898
608f1729172e287c2d0f3242,План Петербурга 1753 г.,28868894
608f1729172e287c2d0f3243,План Петербурга 1753 г.,28868893
608f1729172e287c2d0f3245,План Петербурга 1753 г.,28868891
608f1729172e287c2d0f3252,План Петербурга 1753 г.,28868878
608f1729172e287c2d0f3254,План Петербурга 1753 г.,28868876
608f1729172e287c2d0f325a,План Петербурга 1753 г.,28868871
608f1729172e287c2d0f325b,План Петербурга 1753 г.,28868870
608f1729172e287c2d0f3260,План Петербурга 1753 г.,28868865
608f1729172e287c2d0f3261,План Петербурга 1753 г.,28868864
608f1729172e287c2d0f3267,План Петербурга 1753 г.,28868858
608f1729172e287c2d0f3271,План Петербурга 1753 г.,28868848
608f1729172e287c2d0f3272,План Петербурга 1753 г.,28868847
608f1729172e287c2d0f3273,План Петербурга 1753 г.,28868846
608f1729172e287c2d0f3275,План Петербурга 1753 г.,28868845
608f1729172e287c2d0f327c,План Петербурга 1753 г.,28868834
608f1729172e287c2d0f327e,План Петербурга 1753 г.,28868831
608f1729172e287c2d0f3283,План Петербурга 1753 г.,28868822
608f1729172e287c2d0f3287,План Петербурга 1753 г.,28868816
608f1729172e287c2d0f3289,План Петербурга 1753 г.,28868812
608f17cf154d0f7c2671713f,Гравюра. Вид Свияжска. По рисунку М.И. Махаева и А.И. Свечина.,29040920
60e0d3bc96dc325ffaf5aabd,План Москвы и окрестностей,29860160
6132911fc99ad54b5c5ad9b2,Гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом в честь Екатерины II.,31017831
61329120c99ad54b5c5ada06,Гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом в честь Екатерины II.,31017754
615b70260112cd78da134dbd,Вид города Илимска,31548386
615b70260112cd78da134dc4,Вид города Енисейска,31548379
615b70260112cd78da134dec,Вид города Тобольска,31548340
615b70260112cd78da134dfe,Вид города Красноярска,31548323
615b70260112cd78da134e01,Вид города Пелыма,31548320
615b70250112cd78da134d0e,Вид Невьянского заводжа,31548316
61844ca2e07053748e2f6444,«Проспект вверх по Неве-реке от Адмиралтейства и Академии Наук к востоку». Лист из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,31736482
61844ca3e07053748e2f64d7,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VII с изображением Васильевской части.,31736651
61844ca3e07053748e2f64fc,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист I с изображением фрагмента Выборгской части и Аптекарского о-ва.,31736634
61844ca3e07053748e2f6504,«Проспект вниз по Неве-реке от Невского моста между Исакиевскою церковью и корпусом кадетским». Правая сторона. Лист из издания «План столичного города Санктпетербурга...» (1753 г.).,31736626
61844ca3e07053748e2f6506,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист II с изображением фрагмента Выборгской части и Литейной части.,31736624
61844ca3e07053748e2f6508,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист III с изображением Литейной части.,31736605
61844ca3e07053748e2f651a,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VIII с изображением Адмиралтейской и Васильевской частей.,31736587
61844ca3e07053748e2f651f,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист VI с изображением С.-Петербургской и Васильевской частей.,31736582
61844ca3e07053748e2f652c,«Проспект вниз по Неве-реке от Невского моста между Исакиевскою церковью и корпусом кадетским». Лист из издания «План столичного города Санктпетербурга...» (1753 г.).,31736569
61844ca3e07053748e2f6533,"План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист V с изображением Адмиралтейской, Литейной, Васильевской и С.-Петербургской частей.",31736620
61844ca3e07053748e2f6538,"План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист IV с изображением Адмиралтейской, Московской и Литейной частей.",31736615
61844ca3e07053748e2f653e,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист IX с изображением Московской и Адмиралтейской частей.,31736609
61844ca3e07053748e2f6540,План 13 частей г. Петербурга с аксонометрическим изображением ряда зданий. Лист I с изображением фрагмента Выборгской части и Аптекарского о-ва.,31736607
61844ce9e07053748e2fc829,"г. Санкт-Петербург. Третий Зимний дворец. 1730-нач. 1750-х гг. «Проспект старого Зимнего дворца с каналом соединяющим Мойку с Невою». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Архитектор: Растрелли Ф.Б., В.В.",31747479
61844ce9e07053748e2fc840,г. Санкт-Петербург. «Проспект вверх по Неве реке от Адмиралтейства и Академии Наук к востоку». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Лист №9.,31747456
61844ce9e07053748e2fc848,"г. Санкт-Петербург. Здание Двенадцати коллегий. Университетская наб., 7. 1722-42 гг. «Проспект Государственных коллегий с частию Гостиного двора в восточную сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Архитектор: Трезини Д.А.; Архитектор: Трезини К.Д.; Архитектор: Земцов М.Г.",31747448
61844ceae07053748e2fc8c7,г. Санкт-Петербург. «Проспект Адмиралтейства и около лежащих строений с частию Невской перспективной дороги с западную сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,31747558
61844ceae07053748e2fc9c6,"Самарская обл., г. Сызрань. «Вид города Сызрани с приезда к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",31747847
61844d358ac74a748fb157c7,"г. Санкт-Петербург. Летний дворец Елизаветы Петровны. 1741-1744 гг., снесен в 1797 г. «Проспект Летнего Ея Императорского Величества дому с северною сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Л. 11. Архитектор: Растрелли Ф.Б., В.В.",31752263
61844d358ac74a748fb157cc,г. Санкт-Петербург. Грот. Летний сад. 1704-1720 гг. 1714-1719 гг. «Проспект по реке Фонтанке от Грота и Запасного дворца на полдень». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Строитель: Маттарнови И.С.; Строитель: Микетти Н.; Строитель: Земцов М.Г.; Архитектор: Шлютер А.,31752258
61844d358ac74a748fb157cf,"г. Санкт-Петербург. Летний дворец Елизаветы Петровны. 1741-1744 гг., снесен в 1797 г. «Проспект Летнего Ея Императорского Величества дому с северною сторону». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.). Л. 11. Архитектор: Растрелли Ф.Б., В.В.",31752255
61844d358ac74a748fb15792,г. Санкт-Петербург. «Проспект новопостроенных палат против Аничковских ворот от восточной стороны с частию Санктпетербурга и Невской перспективой дороги от реки Фонтанки». Из издания «Планы столичного города Санкт-Петербурга...» (1753 г.).,31752216
61844d368ac74a748fb15871,"Пензенская обл., г. Пенза. «Вид города Пензы на Суру р. к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",31752485
61844d368ac74a748fb15899,"Пензенская обл., г. Пенза. «Вид города Пензы на Суру р. к северо-востоку». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",31752445
61844d368ac74a748fb158e1,"Чувашская республика, г. Чебоксары. «Вид города Чебоксары на р. Волгу к северу». Из серии «Собрание Российских и Сибирских городов» (1769-1771).",31752573
608f16a0a04b277c207802f7,"Гравюра ""Церемония коронации Екатерины II в Успенском соборе Московского Кремля""",3055934
61ad2ce0b8d79c70b7f0172a,"гравюра. Сергей Леонтьевич Бухвостов (1642 - 1728), первый российский солдат.",32800564
61ad2ce2b8d79c70b7f01d1b,Вид Саранска.,32802169
61fee8954f25475e0d87428e,"г. Санкт-Петербург, г. Пушкин (Царское Село). Большой (Екатерининский) дворец. Дворцово-парковый ансамбль. 1717-24 гг., 1742 г., 1751-56 гг., 1817 г. «Дворец Ея И.В. в Царском Селе в 25 верстах от Санктпетербурга». Правая часть. автор проекта перестройки: Растрелли Ф.Б., В.В.; автор первоначального проекта: Браунштейн И.; Архитектор: Земцов М.Г.; Архитектор: Квасов А.В.; Архитектор: Чевакинский С.И. Гравировальная мастерская при Императорской Академии наук и художеств, Санкт-Петербург.",33620232
61fee8954f25475e0d874296,"г. Санкт-Петербург, г. Пушкин (Царское Село). Павильон Монбижу в Зверинце. Екатерининский парк. 1747-1753 гг. «Охотничий павильон в Зверинце Ея Императорского Величества дворца в Царском Селе». Общий вид. Архитектор: Чевакинский С.И.; Архитектор: Растрелли Ф.Б., В.В. Гравировальная мастерская при Императорской Академии наук и художеств, Санкт-Петербург.",33620210
