id;name;author;statusId;date_created;typology;technologies;connectedness;text_2;plot;pred_plot;text;regNumber
63000d9781ee893a171241fa;офорт. Грот в Кускове;Махаев М И , Барабэ;6;1760-е;графика;гравюра резцом, бумага, офорт;1.0;офорт грот в кусково;;21;офорт грот в кусково махаев м и  барабэ гравюра резец бумага офорт;14170689
63000d9781ee893a17124205;"офорт. Титульный лист ""Альбома села Кускова""";Махаев М И , Лоран П.;6;1760-е;графика;бумага, офорт;1.0;офорт титульный лист альбом село кусков;;2;офорт титульный лист альбом село кусков махаев м и  лоран п бумага офорт;14170675
63000da83ced893a16bb2b74;офорт. Оранжерея в Кускове;Махаев М И , Лоран П.;6;1760-е;графика;офорт, бумага;1.0;офорт оранжерея в кусково;;2;офорт оранжерея в кусково махаев м и  лоран п офорт бумага;14170667
63000da83ced893a16bb2b7b;офорт. Генеральный план села Кускова;Махаев М И , Лоран П.;6;1760-е;графика;бумага, офорт;1.0;офорт генеральный план село кусков;;2;офорт генеральный план село кусков махаев м и  лоран п бумага офорт;14170660
5c95515f93fa687ca46adbff;.;Махаев Михаил Иванович;6;1762 г.;графика;резец, бумага;1.0;;;2; махаев михаил иванович резец бумага;15683370
5c95516093fa687ca46ade79;Гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом в честь Екатерины II;Махаев Михаил Иванович;6;1762 г.;графика;резец, бумага;1.0;гравюра вид троица сергиев пустыня близ санкт петербург с тезис в честь екатерина;;81;гравюра вид троицесергиев пустыня близ санктпетербург с тезис в честь екатерина  махаев михаил иванович резец бумага;15683535
5c95516093fa687ca46adff5;Гравюра. Географическое описание на Библию Священного Писания;Махаев Михаил Иванович;6;1756 г.;графика;акварель, офорт, картон, бумага;1.0;гравюра географический описание на библия священный писание;;2;гравюра географический описание на библия священный писание махаев михаил иванович акварель офорт картон бумага;15683459
5c95516093fa687ca46ae07c;гравюра. Видсой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.;Махаев Михаил Иванович;6;1762 г. (оттиск 1954 г.);графика;резец, бумага;1.0;гравюра видсоя пустыня близ санкт петербург с тезис посвящать екатерина;;81;гравюра видсоя пустыня близ санктпетербург с тезис посвящать екатерина  махаев михаил иванович резец бумага;15683614
5c95516093fa687ca46ae0ec;гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.;Махаев Михаил Иванович;6;1762 г. (оттиск 1954 г.);графика;резец, бумага;1.0;гравюра вид троица сергиев пустыня близ санкт петербург с тезис посвящать екатерина;Вид Троице-Сергиевой пустыни с тезисом в честь Екатерины II;81;гравюра вид троицесергиев пустыня близ санктпетербург с тезис посвящать екатерина  махаев михаил иванович резец бумага;15683596
5c95516093fa687ca46ae118;гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.;Махаев Михаил Иванович;6;1762 г.;графика;резец, бумага;1.0;гравюра вид троица сергиев пустыня близ санкт петербург с тезис посвящать екатерина;;81;гравюра вид троицесергиев пустыня близ санктпетербург с тезис посвящать екатерина  махаев михаил иванович резец бумага;15683588
5c95516093fa687ca46ae194;гравюра. Вид Троице-Сергиевой пустыни близ Санкт-Петербурга с тезисом, посвященным Екатерине II.;Махаев Михаил Иванович;6;1762 г. (оттиск 1954 г.);графика;резец, бумага;1.0;гравюра вид троица сергиев пустыня близ санкт петербург с тезис посвящать екатерина;Вид Троице-Сергиевой пустыни с тезисом в честь Екатерины II;81;гравюра вид троицесергиев пустыня близ санктпетербург с тезис посвящать екатерина  махаев михаил иванович резец бумага;15683561
5c95502d93fa687ca45bd540;Вид города Чебоксары;Махаев, Михаил Иванович;6;1765 г.;графика;тушь пером и кистью, бумага на ткани;1.0;вид город чебоксары;;63;вид город чебоксары махаев михаил иванович тушь перо и кисть бумага на ткань;16053815
5c95502c93fa687ca45bd26b;Вид города Саранска;Махаев, Михаил Иванович;6;1765 г.;графика;тушь пером, бумага на ткани;1.0;вид город саранск;;74;вид город саранск махаев михаил иванович тушь перо бумага на ткань;16053766
5cbe39f393fa687ca43a222b;Тезис Соловецкого монастыря;Махаев Михаил Иванович (1718-1770);6;1766 г.;графика;Б., гравюра резцом;1.0;тезис соловецкий монастырь;;2;тезис соловецкий монастырь махаев михаил иванович  б гравюра резец;16290965
5cbe39c293fa687ca4375ca8;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215048
5cbe39c293fa687ca4375cb2;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215046
5cbe39c293fa687ca4375cbb;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215044
5cbe39c293fa687ca4375d15;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215039
5cbe39c293fa687ca4375d1f;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215037
5cbe39c293fa687ca4375d55;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215030
5cbe39c293fa687ca4375da1;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215027
5cbe39c293fa687ca4375da9;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215025
5cbe39c293fa687ca4375db5;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;План Петербурга 1753;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215022
5cbe39c293fa687ca4375dbe;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215020
5cbe39c293fa687ca4375dea;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;План Петербурга 1753;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16215012
5cbe39c293fa687ca4375df3;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214996
5cbe39c293fa687ca4375e05;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214993
5cbe39c293fa687ca4375e14;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214990
5cbe39c293fa687ca4375e22;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214989
5cbe39c293fa687ca4375e68;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214980
5cbe39c293fa687ca4375edf;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214961
5cbe39c293fa687ca4375f1d;План Петербурга 1753 г.;И. Ф. Трускот, И. Соколов, М. Махаев;6;1753 г.;графика;Бумага.  Гравюра.;1.0;план петербург г;;2;план петербург  г и ф трускот и соколов м махаев бумага  гравюра;16214951
5cbe39c393fa687ca43775be;"Охотничий павильон ""Монбижу"" в Зверинце Царского Села";Е.Г. Виноградов по рисунку М. Махаева;6;1761 г.;графика;Бумага.  Гравюра резцом, офорт.;1.0;охотничий павильон монбижу в зверинец царский село;;27;охотничий павильон монбижу в зверинец царский село ег виноградов по рисунок м махаева бумага  гравюра резец офорт;16215989
5c3e0e1593fa687ca4003ec6;Эрмитаж в Царском Селе;Махаев Михаил Иванович;6;XVIII середина - XVIII третья четверть;графика;гравюра резцом, бумага;1.0;эрмитаж в царский село;Эрмитаж. Екатерининский парк;20;эрмитаж в царский село махаев михаил иванович гравюра резец бумага;3205240
5c3e0e1b93fa687ca40053ac;Соловецкий монастырь с житием преп. Зосимы и Савватия Соловецких. Гравюра;Махаев Михаил;6;1884 г. (оттиск с доски 1768 г.);графика;бумага, цинкография;1.0;соловецкий монастырь с житие преп зосима и савватий соловецкий гравюра;;2;соловецкий монастырь с житие преп зосима и савватий соловецкий гравюра махаев михаил бумага цинкография;2550835
5c3e0e1e93fa687ca4007dca;Соловецкий монастырь с житием преп. Зосимы и Савватия Соловецких. Гравюра;Махаев Михаил;6;1884 г. (оттиск с доски 1768 г.);графика;бумага, офорт, резец;1.0;соловецкий монастырь с житие преп зосима и савватий соловецкий гравюра;;2;соловецкий монастырь с житие преп зосима и савватий соловецкий гравюра махаев михаил бумага офорт резец;2550747
5cbe3ad893fa687ca4475a2c;Вид на Неву между Зимним дворцом и Академией наук. Гравюра;Махаев Михаил Иванович;6;XVIII век;графика;офорт, бумага;1.0;вид на нева между зимний дворец и академия наука гравюра;;71;вид на нева между зимний дворец и академия наука гравюра махаев михаил иванович офорт бумага;16667850
5cbe3ad893fa687ca4475a56;Летний дворец в Петербурге. С рисунка М.И. Махаева. Гравюра;Греков Алексей Ангильевич;6;XVIII век;графика;офорт, бумага;1.0;летний дворец в петербург с рисунок м и махаева гравюра;;11;летний дворец в петербург с рисунок ми махаева гравюра греков алексей ангилиевич офорт бумага;16667841
5cbe3ad893fa687ca4475aa3;Дворец в Царском селе. С рисунка М.И. Махаева. Гравюра;Неизвестный мастер;6;1759 (?);графика;офорт, бумага;1.0;дворец в царский село с рисунок м и махаева гравюра;;39;дворец в царский село с рисунок ми махаева гравюра неизвестный мастер офорт бумага;16667826
5ce8646893fa687ca43cd3b6;Москва. Карта Москвы и ее окрестностей. На нижнем поле - вид Кремля из Замоскворечья (у Каменного моста);Махаев Михаил Иванович (ок. 1717 - 1770) с его старой доски 1760 г.;6;до 1812 г.;графика;бум, грав. на меди, раскраш;1.0;москва карта москва и ее окрестность на нижний поле вид кремль из замоскворечье у каменный мост;Карта Москвы и ее окрестностей. На нижнем поле - вид Кремля из Замоскворечья (у Каменного моста);0;москва карта москва и ее окрестность на нижний поле  вид кремль из замоскворечье у каменный мост махаев михаил иванович ока    с его старый доска  г бум грав на медь раскраш;16706997
5ce865d593fa687ca44d218c;гравировальная доска «Тезис в честь Екатерины II Лаврентия Хоцятовского с видом Троице-Сергиевой пустыни».;Махаев Михаил Иванович;6;1762 г.;графика;гравировка, медь;1.0;гравировальный доска тезис в честь екатерина лаврентий хоцятовский с вид троица сергиев пустыня;;81;гравировальный доска тезис в честь екатерина  лаврентий хоцятовский с вид троицесергиев пустыня махаев михаил иванович гравировка медь;16960940
5d1144d7825ad31acecea0ae;Портрет Сергея Леонтьевича Бухвостова;Махаев Михаил Иванович;6;1760-е;графика;гравюра резцом, бумага;1.0;портрет сергей леонтьевич бухвостов;;2;портрет сергей леонтьевич бухвостов махаев михаил иванович гравюра резец бумага;17130962
5d114515825ad31aced2325f;Жанровая сцена на Красной площади у Никольских ворот.;Девильи  Жан-Луи де, ок.1730-1804/1809, Махаев Михаил Иванович. 1717/1718-1770;6;вторая половина XIX в. (Воспроизведение);графика;ксилография, бумага;1.0;жанровый сцена на красный площадь у никольский ворота;Вид Красной площади у Никольских ворот Кремля;72;жанровый сцена на красный площадь у никольский ворота девилья  жанлуи де ока махаев михаил иванович  ксилография бумага;17142009
5d114517825ad31aced2502d;Жанровая сцена на Красной площади у Никольских ворот.;Девильи  Жан-Луи де, ок.1730-1804/1809, Махаев Михаил Иванович. 1717/1718-1770, Неизвестный гравер;6;1827-1829 г.;графика;гравюра резцом, бумага;1.0;жанровый сцена на красный площадь у никольский ворота;;72;жанровый сцена на красный площадь у никольский ворота девилья  жанлуи де ока махаев михаил иванович  неизвестный гравер гравюра резец бумага;17143379
5db76416825ad31acee3d993;Ожерелье;Махаев, Михаил Иванович;6;1730-е гг.;графика;акварель, бумага;1.0;ожерелие;;2;ожерелие махаев михаил иванович акварель бумага;19190075
5db76443825ad31acee644a6;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263295
5db76443825ad31acee64502;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;План Петербурга 1753;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263276
5db76443825ad31acee64536;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263270
5db76443825ad31acee6454a;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263264
5db76443825ad31acee64550;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263262
5db76443825ad31acee642dd;План Санкт-Петербурга 1753 года.;Трускот И., чертежник. Соколов И., Махаев М., граверы.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и чертежник сокол и махаев м гравер бумага  план гравировать на бумага верже;19263238
5db76443825ad31acee64357;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263218
5db76443825ad31acee643b5;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263203
5db76443825ad31acee643b8;План Санкт-Петербурга 1753 года.;Трускот И., Соколов И., Махаев М.;6;1753 г.;графика;Бумага.  План, гравированный на бумаге верже.;1.0;план санкт петербург год;;2;план санктпетербург  год трускот и соколов и махаев м бумага  план гравировать на бумага верже;19263202
5df902521c266ee13d98e89d;"Гравюра ""Дворец в Царском Селе"" (Лист № 1)";Махаев Михаил Иванович (ок. 1717 - 1770);6;1761 год;графика;"бумага; гравюра резцом ";1.0;гравюра дворец в царский село лист №;;39;гравюра дворец в царский село лист №  махаев михаил иванович ока    бумага гравюра резец;20395753
5df902521c266ee13d98e8a2;"Гравюра ""Дворец в Царском Селе"" (Лист № 2)";Махаев Михаил Иванович (ок. 1717 - 1770);6;1761 год;графика;"бумага; гравюра резцом ";1.0;гравюра дворец в царский село лист №;;39;гравюра дворец в царский село лист №  махаев михаил иванович ока    бумага гравюра резец;20395752
5e753af91c266ee13df5d895;Вид города Саранска с приезду на восток;Махаев М.И. (1718 - 1770);6;1768 г.;графика;гравюра, бумага;1.0;вид город саранск с приезд на восток;;74;вид город саранск с приезд на восток махаев ми    гравюра бумага;21567716
5e9f693f1c266ee13d1dd61a;Императорский дворец в Царском Селе.;Махаев Михаил Иванович (1718-1770);6;1761 г.;графика;гравюра;1.0;императорский дворец в царский село;;39;императорский дворец в царский село махаев михаил иванович  гравюра;22105349
5e9f69ce1c266ee13d2455fe;Изображение причащения Екатерины II в алтаре Успенского собора.;Гравер: Махаев, Михаил Иванович , Автор оригинала: Велли, Жан Луи де;6;сер. XIX в.;графика;гравюра резцом, бумага;1.0;изображение причащение екатерина в алтарь успенский собор;Изображение причащения Екатерины II в алтаре Успенского собора.;2;изображение причащение екатерина  в алтарь успенский собор гравер махаев михаил иванович  автор оригинал велли жан луи де гравюра резец бумага;22290542
5f1ca7921c266ee13dcc828d;"""Петербург"". Гравюра";Махаев Михаил Иванович;6;1753 год;графика;бумага, гравюра;1.0; петербург гравюра;;2;петербург гравюра махаев михаил иванович бумага гравюра;23465165
5f1ca7921c266ee13dcc7e47;"""Петербург. Проспект Государственных коллегий"". Гравюра";Махаев Михаил Иванович;6;1753 год;графика;бумага, гравюра;1.0; петербург проспект государственный коллегия гравюра;;88;петербург проспект государственный коллегия гравюра махаев михаил иванович бумага гравюра;23464937
5f46db601c266ee13d127b68;Вид Кремля из Замоскворечья между Каменным и Живым мостом к полудню.;Махаев Михаил Иванович;6;1767 г.;графика;офорт, бумага, гравюра резцовая;1.0;вид кремль из замоскворечье между каменный и живой мост к полдень;;0;вид кремль из замоскворечье между каменный и живой мост к полдень махаев михаил иванович офорт бумага гравюра резцовый;24221147
5f99e3361c266ee13d496e3c;Портрет С. Бухвостова в старости;Гравер: Махаев, Михаил Иванович (?);6;сер. XVIII в.;графика;гравюра резцом, бумага;1.0;портрет с бухвостов в старость;;2;портрет с бухвостов в старость гравер махаев михаил иванович  гравюра резец бумага;24999605
5f99e3361c266ee13d496fa7;Портрет первого российского солдата Сергея Бухвостова;Гравер: Махаев, Михаил Иванович;6;сер. XVIII в.;графика;бумага, гравюра резцом;1.0;портрет первый российский солдат сергей бухвостова;;2;портрет первый российский солдат сергей бухвостов гравер махаев михаил иванович бумага гравюра резец;24999576
5f99e3361c266ee13d4970dc;Портрет первого российского солдата Сергея Бухвостова;Гравер: Махаев, Михаил Иванович;6;сер. XVIII в.;графика;гравюра резцом, бумага;1.0;портрет первый российский солдат сергей бухвостова;;2;портрет первый российский солдат сергей бухвостов гравер махаев михаил иванович гравюра резец бумага;24999562
5f99e3711c266ee13d4c6d30;Гравюра. «Царское село. Охотничий павильон».;Махаев Михаил Иванович;6;Вторая половина XVIII в.;графика;гравюра на меди, бумага;1.0;гравюра царский село охотничий павильон;;27;гравюра царский село охотничий павильон махаев михаил иванович гравюра на медь бумага;25065504
5f99e3af1c266ee13d4fc022;Вид города Якуцка (Якутска);Махаев Михаил Иванович;6;-;графика;бумага, резцовая гравюра;1.0;вид город якуцк якутск;;2;вид город якуцк якутск махаев михаил иванович бумага резцовый гравюра;25141913
5f99e3af1c266ee13d4fc072;Вид города Иркуцка (Иркутска);Махаев Михаил Иванович;6;-;графика;резец, бумага;1.0;вид город иркуцк иркутск;;2;вид город иркуцк иркутск махаев михаил иванович резец бумага;25141900
6011e39bf2d7344dae8c8446;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708367
6011e39bf2d7344dae8c8453;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708357
6011e39bf2d7344dae8c845d;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708353
6011e39bf2d7344dae8c8467;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708349
6011e39bf2d7344dae8c847e;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708340
6011e39bf2d7344dae8c8498;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708314
6011e39bf2d7344dae8c84a6;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;План Петербурга 1753;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708301
6011e39cf2d7344dae8c84bc;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;План Петербурга 1753;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708285
6011e39cf2d7344dae8c84d0;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708277
6011e39cf2d7344dae8c84db;План Петербурга 1753 г.;И. Трускот, И. Соколов, М. Махаев.;6;1753 г.;графика;бумага.  гравюра;1.0;план петербург г;;2;план петербург  г и трускот и соколов м махаев бумага  гравюра;26708273
